Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,Fti,Uti,Conf_x,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,SOSEM_x,SOSO_x,SOSD_x,BPI(O)_x,BPI(D)_x,W_x,L_x,Pts_x,Opp_x,MOV_x,SOS_x,OSRS_x,DSRS_x,SRS_x,PASE_x,Conf_y,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,SOSEM_y,SOSO_y,SOSD_y,BPI(O)_y,BPI(D)_y,W_y,L_y,Pts_y,Opp_y,MOV_y,SOS_y,OSRS_y,DSRS_y,SRS_y,PASE_y
2011,1,SE,25,1.0,Pittsburgh,74.0,16.0,UNC Asheville,51.0,49.0,50.0,BE,27.08,120.6,93.5,61.8,8.17,107.6,99.4,8.8,9.4,28.0,6.0,73.9,61.0,12.97,7.85,9.54,11.28,20.82,-0.4128289473684211,BSth,1.91,101.9,100.0,67.4,-3.97,101.1,105.1,2.6,-1.7,20.0,14.0,73.7,68.6,5.09,-2.89,1.73,-2.42,-0.69,0.35
2011,1,SE,26,8.0,Butler,60.0,9.0,Old Dominion,58.0,51.0,52.0,Horz,16.46,112.3,95.9,63.5,6.11,106.4,100.3,5.0,5.2,28.0,10.0,71.2,64.1,7.11,5.02,5.06,6.48,11.53,0.7039473684210528,CAA,14.66,110.0,95.4,60.4,2.38,105.2,102.8,-0.5,10.0,27.0,7.0,65.6,58.4,7.26,1.76,-1.53,10.56,9.03,-0.1072368421052631
2011,1,SE,27,5.0,Kansas St.,73.0,12.0,Utah St.,68.0,53.0,54.0,B12,17.42,111.1,93.6,66.4,9.23,108.5,99.3,5.8,5.1,23.0,11.0,72.9,66.1,6.71,8.41,7.55,7.04,14.59,-0.0086348684210526,WAC,19.32,111.2,91.8,62.4,-0.29,103.8,104.1,2.9,8.5,30.0,4.0,72.0,58.7,13.35,0.5,1.88,11.35,13.23,-0.4058704453441294
2011,1,SE,28,4.0,Wisconsin,72.0,13.0,Belmont,58.0,55.0,56.0,B10,25.84,122.3,96.5,56.9,10.81,110.0,99.2,3.7,12.2,25.0,9.0,67.9,58.6,9.35,9.42,4.24,14.52,18.77,0.2362938596491228,ASun,18.48,112.6,94.1,68.4,-4.71,100.5,105.2,9.1,4.4,30.0,5.0,79.7,62.2,17.49,-4.42,9.39,3.68,13.07,-0.1398026315789473
2011,1,SE,29,6.0,St. John's,71.0,11.0,Gonzaga,86.0,57.0,58.0,BE,15.87,111.2,95.3,66.0,10.98,110.0,99.0,4.0,4.7,21.0,12.0,70.1,67.0,3.09,10.01,6.41,6.69,13.1,-0.3768796992481202,WCC,16.45,112.1,95.6,66.1,3.82,106.4,102.6,7.9,2.4,25.0,10.0,76.7,65.9,10.77,4.01,8.59,5.27,13.86,0.2236842105263158
2011,1,SE,30,3.0,BYU,74.0,14.0,Wofford,66.0,59.0,60.0,MWC,23.22,117.5,94.3,70.2,7.04,106.8,99.8,13.2,0.8,32.0,5.0,81.4,67.9,13.51,5.76,15.83,2.82,18.65,-0.3742690058479532,SC,8.17,112.3,104.2,63.2,-0.59,104.0,104.6,4.7,0.6,21.0,13.0,73.6,68.0,5.56,-1.21,4.08,0.27,4.35,-0.1842105263157894
2011,1,SE,31,7.0,UCLA,78.0,10.0,Michigan St.,76.0,61.0,62.0,P10,13.57,108.7,95.1,65.5,6.92,107.3,100.4,3.3,2.7,23.0,11.0,70.1,66.3,3.76,7.93,5.03,6.67,11.7,0.4027255639097745,B10,15.08,109.5,94.4,65.0,13.7,111.0,97.3,4.6,5.0,19.0,15.0,68.8,66.6,2.21,11.67,6.14,7.56,13.7,0.4028013582342954
2011,1,SE,32,2.0,Florida,79.0,15.0,UC Santa Barbara,51.0,63.0,64.0,SEC,20.61,115.8,95.2,62.5,7.73,106.8,99.1,8.6,6.5,29.0,8.0,72.1,63.4,8.7,7.57,7.74,8.53,16.27,0.5251716247139588,BW,3.15,103.7,100.5,64.1,0.29,104.1,103.9,-1.3,2.3,18.0,14.0,67.8,65.8,2.03,0.12,-1.32,2.53,1.22,-0.1795112781954886
2011,2,NW,33,1.0,Ohio St.,98.0,8.0,George Mason,66.0,1.0,3.0,B10,33.47,125.0,91.5,63.8,8.82,108.9,100.0,11.4,10.4,34.0,3.0,77.1,59.7,17.46,8.38,13.39,12.45,25.84,-0.1737440191387559,CAA,18.3,114.1,95.8,64.5,2.06,105.0,103.0,5.5,5.6,27.0,7.0,72.8,62.5,10.29,1.37,6.01,5.65,11.66,0.4517543859649123
2011,2,NW,34,4.0,Kentucky,71.0,5.0,West Virginia,63.0,7.0,5.0,SEC,25.82,117.8,92.0,65.0,9.81,108.4,98.5,8.7,7.8,29.0,9.0,74.9,63.5,11.39,8.91,10.67,9.64,20.3,0.430921052631579,BE,20.11,114.9,94.8,62.5,12.7,111.0,98.3,4.5,8.4,21.0,12.0,69.8,64.7,5.12,11.03,5.64,10.51,16.15,0.1279239766081871
2011,2,NW,35,3.0,Syracuse,62.0,11.0,Marquette,66.0,11.0,10.0,BE,22.49,114.9,92.4,64.6,9.03,108.3,99.3,7.2,7.3,27.0,8.0,73.4,63.3,10.06,8.79,9.39,9.45,18.85,0.3464156079854809,BE,18.14,115.5,97.3,66.2,11.06,109.4,98.4,8.1,3.0,22.0,15.0,75.2,68.8,6.38,8.51,10.23,4.66,14.89,-0.212719298245614
2011,2,NW,36,2.0,North Carolina,86.0,7.0,Washington,83.0,15.0,13.0,ACC,22.18,111.8,89.6,70.6,11.14,109.9,98.8,11.2,4.2,29.0,8.0,77.5,68.8,8.73,10.15,13.0,5.87,18.87,0.4202786377708979,P10,21.69,117.7,96.0,69.9,7.21,106.9,99.7,13.7,-0.2,24.0,11.0,83.1,70.7,12.37,7.74,18.29,1.83,20.12,-0.09688995215311
2011,2,SW,37,1.0,Duke,73.0,8.0,Michigan,71.0,17.0,19.0,ACC,28.42,119.7,91.3,68.6,8.43,107.3,98.9,13.7,5.3,32.0,5.0,80.9,64.7,16.19,8.32,16.55,7.95,24.51,0.2260599415204678,B10,17.69,112.8,95.1,61.5,12.0,110.7,98.7,1.4,7.7,21.0,14.0,66.5,62.5,4.03,10.68,3.14,11.07,14.21,0.534324942791762
2011,2,SW,38,4.0,Texas,69.0,5.0,Arizona,70.0,23.0,21.0,B12,25.93,115.5,89.6,65.5,7.61,107.5,99.9,8.0,8.1,28.0,8.0,75.0,62.2,12.86,7.96,9.52,11.3,20.82,-0.0517241379310344,P10,19.65,117.4,97.8,65.3,7.69,107.7,100.0,9.7,3.0,30.0,8.0,76.4,67.9,8.55,7.99,11.12,5.42,16.54,-0.237422600619195
2011,2,SW,39,3.0,Connecticut,69.0,6.0,Cincinnati,58.0,27.0,25.0,BE,23.93,115.8,91.9,64.5,12.78,110.1,97.4,6.8,5.0,32.0,9.0,72.4,64.9,7.51,10.44,9.23,8.72,17.95,0.5177345537757436,BE,19.41,111.1,91.7,62.6,6.23,106.8,100.6,2.1,8.8,26.0,9.0,68.9,59.6,9.31,6.1,3.69,11.72,15.41,-0.3152173913043478
2011,2,SW,40,2.0,San Diego St.,71.0,7.0,Temple,64.0,31.0,29.0,MWC,24.98,114.1,89.1,62.3,7.48,107.6,100.1,6.6,9.0,34.0,3.0,71.9,59.2,12.65,6.36,5.28,12.68,17.96,-0.1362781954887218,A10,16.84,110.5,93.7,64.2,4.04,105.5,101.5,4.1,6.6,26.0,8.0,70.6,62.5,8.12,4.23,3.97,8.38,12.35,0.0031464530892448
2011,2,NE,41,1.0,Kansas,73.0,9.0,Illinois,59.0,33.0,36.0,B12,28.38,118.9,90.6,68.4,7.75,108.2,100.5,13.3,6.5,35.0,3.0,81.2,64.7,16.47,7.62,15.48,8.62,24.1,0.004800853485064,B10,20.14,113.3,93.1,64.8,12.29,110.6,98.3,6.4,6.1,20.0,14.0,71.0,65.4,5.62,11.11,7.98,8.74,16.72,-0.3452631578947368
2011,2,NE,42,12.0,Richmond,65.0,13.0,Morehead St.,48.0,38.0,40.0,A10,16.01,112.6,96.5,62.1,3.11,104.8,101.7,2.8,7.4,29.0,8.0,69.6,61.2,8.43,2.79,2.85,8.38,11.23,0.3472222222222222,OVC,7.01,105.6,98.6,63.4,-2.89,102.2,105.1,-0.1,5.1,25.0,10.0,68.9,61.8,7.14,-3.13,-1.68,4.49,2.81,0.5263157894736842
2011,2,NE,43,3.0,Purdue,76.0,11.0,VCU,94.0,43.0,42.0,B10,24.79,115.9,91.1,66.0,10.16,108.8,98.7,7.1,9.1,26.0,8.0,72.5,61.9,10.68,8.69,9.34,10.02,19.36,-0.3725045372050816,CAA,13.49,112.0,98.5,65.6,4.79,105.8,101.0,6.6,1.6,28.0,12.0,71.6,66.8,4.78,3.78,6.2,2.36,8.56,-0.1201754385964911
2011,2,NE,44,2.0,Notre Dame,57.0,10.0,Florida St.,71.0,47.0,46.0,BE,23.25,120.9,97.7,63.1,9.92,108.2,98.3,9.8,4.2,27.0,7.0,75.2,65.5,9.74,8.43,11.1,7.07,18.17,-0.0931440443213296,ACC,16.76,104.5,87.7,66.7,7.01,107.1,100.1,2.3,8.3,23.0,11.0,69.1,62.0,7.03,6.45,3.52,9.97,13.48,0.0784774436090225
2011,2,SE,45,1.0,Pittsburgh,70.0,8.0,Butler,71.0,49.0,51.0,BE,27.08,120.6,93.5,61.8,8.17,107.6,99.4,8.8,9.4,28.0,6.0,73.9,61.0,12.97,7.85,9.54,11.28,20.82,-0.4128289473684211,Horz,16.46,112.3,95.9,63.5,6.11,106.4,100.3,5.0,5.2,28.0,10.0,71.2,64.1,7.11,5.02,5.06,6.48,11.53,0.7039473684210528
2011,2,SE,46,4.0,Wisconsin,70.0,5.0,Kansas St.,65.0,55.0,53.0,B10,25.84,122.3,96.5,56.9,10.81,110.0,99.2,3.7,12.2,25.0,9.0,67.9,58.6,9.35,9.42,4.24,14.52,18.77,0.2362938596491228,B12,17.42,111.1,93.6,66.4,9.23,108.5,99.3,5.8,5.1,23.0,11.0,72.9,66.1,6.71,8.41,7.55,7.04,14.59,-0.0086348684210526
2011,2,SE,47,3.0,BYU,89.0,11.0,Gonzaga,67.0,59.0,58.0,MWC,23.22,117.5,94.3,70.2,7.04,106.8,99.8,13.2,0.8,32.0,5.0,81.4,67.9,13.51,5.76,15.83,2.82,18.65,-0.3742690058479532,WCC,16.45,112.1,95.6,66.1,3.82,106.4,102.6,7.9,2.4,25.0,10.0,76.7,65.9,10.77,4.01,8.59,5.27,13.86,0.2236842105263158
2011,2,SE,48,2.0,Florida,73.0,7.0,UCLA,65.0,63.0,61.0,SEC,20.61,115.8,95.2,62.5,7.73,106.8,99.1,8.6,6.5,29.0,8.0,72.1,63.4,8.7,7.57,7.74,8.53,16.27,0.5251716247139588,P10,13.57,108.7,95.1,65.5,6.92,107.3,100.4,3.3,2.7,23.0,11.0,70.1,66.3,3.76,7.93,5.03,6.67,11.7,0.4027255639097745
2011,3,NW,49,1.0,Ohio St.,60.0,4.0,Kentucky,62.0,1.0,7.0,B10,33.47,125.0,91.5,63.8,8.82,108.9,100.0,11.4,10.4,34.0,3.0,77.1,59.7,17.46,8.38,13.39,12.45,25.84,-0.1737440191387559,SEC,25.82,117.8,92.0,65.0,9.81,108.4,98.5,8.7,7.8,29.0,9.0,74.9,63.5,11.39,8.91,10.67,9.64,20.3,0.430921052631579
2011,3,NW,50,2.0,North Carolina,81.0,11.0,Marquette,63.0,15.0,10.0,ACC,22.18,111.8,89.6,70.6,11.14,109.9,98.8,11.2,4.2,29.0,8.0,77.5,68.8,8.73,10.15,13.0,5.87,18.87,0.4202786377708979,BE,18.14,115.5,97.3,66.2,11.06,109.4,98.4,8.1,3.0,22.0,15.0,75.2,68.8,6.38,8.51,10.23,4.66,14.89,-0.212719298245614
2011,3,SW,51,1.0,Duke,77.0,5.0,Arizona,93.0,17.0,21.0,ACC,28.42,119.7,91.3,68.6,8.43,107.3,98.9,13.7,5.3,32.0,5.0,80.9,64.7,16.19,8.32,16.55,7.95,24.51,0.2260599415204678,P10,19.65,117.4,97.8,65.3,7.69,107.7,100.0,9.7,3.0,30.0,8.0,76.4,67.9,8.55,7.99,11.12,5.42,16.54,-0.237422600619195
2011,3,SW,52,2.0,San Diego St.,67.0,3.0,Connecticut,74.0,31.0,27.0,MWC,24.98,114.1,89.1,62.3,7.48,107.6,100.1,6.6,9.0,34.0,3.0,71.9,59.2,12.65,6.36,5.28,12.68,17.96,-0.1362781954887218,BE,23.93,115.8,91.9,64.5,12.78,110.1,97.4,6.8,5.0,32.0,9.0,72.4,64.9,7.51,10.44,9.23,8.72,17.95,0.5177345537757436
2011,3,NE,53,1.0,Kansas,77.0,12.0,Richmond,57.0,33.0,38.0,B12,28.38,118.9,90.6,68.4,7.75,108.2,100.5,13.3,6.5,35.0,3.0,81.2,64.7,16.47,7.62,15.48,8.62,24.1,0.004800853485064,A10,16.01,112.6,96.5,62.1,3.11,104.8,101.7,2.8,7.4,29.0,8.0,69.6,61.2,8.43,2.79,2.85,8.38,11.23,0.3472222222222222
2011,3,NE,54,10.0,Florida St.,71.0,11.0,VCU,72.0,46.0,42.0,ACC,16.76,104.5,87.7,66.7,7.01,107.1,100.1,2.3,8.3,23.0,11.0,69.1,62.0,7.03,6.45,3.52,9.97,13.48,0.0784774436090225,CAA,13.49,112.0,98.5,65.6,4.79,105.8,101.0,6.6,1.6,28.0,12.0,71.6,66.8,4.78,3.78,6.2,2.36,8.56,-0.1201754385964911
2011,3,SE,55,4.0,Wisconsin,54.0,8.0,Butler,61.0,55.0,51.0,B10,25.84,122.3,96.5,56.9,10.81,110.0,99.2,3.7,12.2,25.0,9.0,67.9,58.6,9.35,9.42,4.24,14.52,18.77,0.2362938596491228,Horz,16.46,112.3,95.9,63.5,6.11,106.4,100.3,5.0,5.2,28.0,10.0,71.2,64.1,7.11,5.02,5.06,6.48,11.53,0.7039473684210528
2011,3,SE,56,2.0,Florida,83.0,3.0,BYU,74.0,63.0,59.0,SEC,20.61,115.8,95.2,62.5,7.73,106.8,99.1,8.6,6.5,29.0,8.0,72.1,63.4,8.7,7.57,7.74,8.53,16.27,0.5251716247139588,MWC,23.22,117.5,94.3,70.2,7.04,106.8,99.8,13.2,0.8,32.0,5.0,81.4,67.9,13.51,5.76,15.83,2.82,18.65,-0.3742690058479532
2011,4,NW,57,2.0,North Carolina,69.0,4.0,Kentucky,76.0,15.0,7.0,ACC,22.18,111.8,89.6,70.6,11.14,109.9,98.8,11.2,4.2,29.0,8.0,77.5,68.8,8.73,10.15,13.0,5.87,18.87,0.4202786377708979,SEC,25.82,117.8,92.0,65.0,9.81,108.4,98.5,8.7,7.8,29.0,9.0,74.9,63.5,11.39,8.91,10.67,9.64,20.3,0.430921052631579
2011,4,SW,58,3.0,Connecticut,65.0,5.0,Arizona,63.0,27.0,21.0,BE,23.93,115.8,91.9,64.5,12.78,110.1,97.4,6.8,5.0,32.0,9.0,72.4,64.9,7.51,10.44,9.23,8.72,17.95,0.5177345537757436,P10,19.65,117.4,97.8,65.3,7.69,107.7,100.0,9.7,3.0,30.0,8.0,76.4,67.9,8.55,7.99,11.12,5.42,16.54,-0.237422600619195
2011,4,NE,59,1.0,Kansas,61.0,11.0,VCU,71.0,33.0,42.0,B12,28.38,118.9,90.6,68.4,7.75,108.2,100.5,13.3,6.5,35.0,3.0,81.2,64.7,16.47,7.62,15.48,8.62,24.1,0.004800853485064,CAA,13.49,112.0,98.5,65.6,4.79,105.8,101.0,6.6,1.6,28.0,12.0,71.6,66.8,4.78,3.78,6.2,2.36,8.56,-0.1201754385964911
2011,4,SE,60,2.0,Florida,71.0,8.0,Butler,74.0,63.0,51.0,SEC,20.61,115.8,95.2,62.5,7.73,106.8,99.1,8.6,6.5,29.0,8.0,72.1,63.4,8.7,7.57,7.74,8.53,16.27,0.5251716247139588,Horz,16.46,112.3,95.9,63.5,6.11,106.4,100.3,5.0,5.2,28.0,10.0,71.2,64.1,7.11,5.02,5.06,6.48,11.53,0.7039473684210528
2011,5,F4,61,3.0,Connecticut,56.0,4.0,Kentucky,55.0,27.0,7.0,BE,23.93,115.8,91.9,64.5,12.78,110.1,97.4,6.8,5.0,32.0,9.0,72.4,64.9,7.51,10.44,9.23,8.72,17.95,0.5177345537757436,SEC,25.82,117.8,92.0,65.0,9.81,108.4,98.5,8.7,7.8,29.0,9.0,74.9,63.5,11.39,8.91,10.67,9.64,20.3,0.430921052631579
2011,5,F4,62,8.0,Butler,70.0,11.0,VCU,62.0,51.0,42.0,Horz,16.46,112.3,95.9,63.5,6.11,106.4,100.3,5.0,5.2,28.0,10.0,71.2,64.1,7.11,5.02,5.06,6.48,11.53,0.7039473684210528,CAA,13.49,112.0,98.5,65.6,4.79,105.8,101.0,6.6,1.6,28.0,12.0,71.6,66.8,4.78,3.78,6.2,2.36,8.56,-0.1201754385964911
2011,6,Champ,63,3.0,Connecticut,53.0,8.0,Butler,41.0,27.0,51.0,BE,23.93,115.8,91.9,64.5,12.78,110.1,97.4,6.8,5.0,32.0,9.0,72.4,64.9,7.51,10.44,9.23,8.72,17.95,0.5177345537757436,Horz,16.46,112.3,95.9,63.5,6.11,106.4,100.3,5.0,5.2,28.0,10.0,71.2,64.1,7.11,5.02,5.06,6.48,11.53,0.7039473684210528
2012,0,PI,-4,16.0,Western Kentucky,59.0,16.0,Mississippi Valley St.,58.0,2.0,65.0,SB,-2.67,97.8,100.5,67.9,0.0,102.3,102.3,-2.6,-1.3,16.0,19.0,64.9,68.1,-3.17,0.51,-1.68,-0.98,-2.66,0.2790570175438597,SWAC,-6.3,98.0,104.2,68.9,-8.67,96.5,105.2,-0.1,-4.2,21.0,13.0,68.6,69.0,-0.38,-7.65,-1.06,-6.97,-8.03,-0.0361842105263157
2012,0,PI,-3,14.0,BYU,78.0,14.0,Iona,72.0,28.0,65.0,WCC,12.79,106.3,93.5,72.6,1.31,105.1,103.8,7.9,1.0,26.0,9.0,77.9,67.4,10.54,1.55,10.45,0.8,11.25,-0.3742690058479532,MAAC,12.26,115.5,103.2,70.0,-1.04,102.6,103.7,13.1,-3.5,25.0,8.0,82.9,72.7,10.18,-1.82,14.07,-5.7,8.36,-0.1924342105263157
2012,0,PI,-2,16.0,Vermont,71.0,16.0,Lamar,59.0,50.0,65.0,AE,5.17,105.3,100.1,61.9,-5.44,99.1,104.6,-0.4,3.5,24.0,12.0,67.1,60.9,6.17,-5.19,-2.16,3.13,0.98,0.0833333333333333,Slnd,6.33,107.6,101.3,66.0,-3.98,99.4,103.4,4.1,0.4,23.0,12.0,73.5,65.6,7.91,-3.77,3.04,-0.63,2.41,-0.0131578947368421
2012,0,PI,-1,12.0,South Florida,65.0,12.0,California,54.0,54.0,65.0,BE,13.13,103.9,90.8,58.5,8.17,107.2,99.0,-5.2,11.7,22.0,14.0,59.3,56.6,2.69,7.29,-5.08,14.28,9.2,0.2478070175438596,P12,16.37,111.3,94.9,65.7,3.61,104.5,100.9,4.8,5.3,24.0,10.0,71.1,61.9,9.26,4.53,6.47,7.33,13.79,-0.1948380566801619
2012,1,NW,1,1.0,Kentucky,81.0,16.0,Western Kentucky,66.0,1.0,2.0,SEC,32.59,122.2,89.6,65.4,7.99,106.8,98.8,11.9,8.2,38.0,2.0,77.4,60.6,16.8,7.93,13.97,10.75,24.73,0.430921052631579,SB,-2.67,97.8,100.5,67.9,0.0,102.3,102.3,-2.6,-1.3,16.0,19.0,64.9,68.1,-3.17,0.51,-1.68,-0.98,-2.66,0.2790570175438597
2012,1,NW,2,8.0,Iowa St.,77.0,9.0,Connecticut,64.0,3.0,4.0,B12,16.69,113.9,97.2,65.8,7.22,107.0,99.8,7.2,2.6,23.0,11.0,73.2,67.2,6.0,7.32,8.91,4.41,13.32,-0.1165413533834586,BE,14.53,111.3,96.8,63.0,8.25,107.3,99.1,4.3,5.2,20.0,14.0,68.7,64.5,4.21,8.07,5.05,7.23,12.27,0.5177345537757436
2012,1,NW,3,5.0,Wichita St.,59.0,12.0,VCU,62.0,5.0,6.0,MVC,22.36,116.1,93.8,65.7,3.97,105.1,101.2,8.9,5.3,27.0,6.0,77.1,62.4,14.7,3.8,10.64,6.79,17.42,0.0502392344497608,CAA,13.45,106.9,93.5,65.0,0.53,101.9,101.4,2.7,5.5,29.0,7.0,68.0,59.8,8.17,0.63,2.74,6.05,8.79,-0.1201754385964911
2012,1,NW,4,4.0,Indiana,79.0,13.0,New Mexico St.,66.0,7.0,8.0,B10,22.55,120.2,97.6,66.7,8.41,107.4,99.0,12.1,3.2,27.0,9.0,77.3,66.4,10.83,7.8,14.53,4.1,18.63,-0.1150097465886939,WAC,11.22,109.3,98.1,69.4,-0.88,103.4,104.3,8.3,-1.6,26.0,10.0,78.1,68.3,9.81,0.08,9.12,-0.39,8.73,-0.2006578947368421
2012,1,NW,5,6.0,UNLV,64.0,11.0,Colorado,68.0,9.0,10.0,MWC,14.97,109.2,94.2,68.7,3.54,104.5,100.9,8.9,1.2,26.0,9.0,76.3,65.9,10.4,4.37,11.33,2.23,13.55,0.0412280701754386,P12,8.89,104.8,95.9,65.1,5.35,105.7,100.4,1.3,3.7,24.0,12.0,67.5,63.0,4.44,5.73,2.06,5.85,7.91,-0.2960526315789473
2012,1,NW,6,3.0,Baylor,68.0,14.0,South Dakota St.,60.0,11.0,12.0,B12,21.29,116.0,94.7,65.6,9.61,108.1,98.5,8.9,3.8,30.0,8.0,74.7,65.3,9.37,8.03,10.2,6.34,16.54,-0.1672149122807018,Sum,11.62,113.7,102.1,64.8,-1.92,103.2,105.1,7.0,-0.3,27.0,8.0,76.8,66.5,10.29,-1.87,7.0,0.34,7.34,-0.3342105263157894
2012,1,NW,7,7.0,Notre Dame,63.0,10.0,Xavier,67.0,13.0,14.0,BE,14.22,110.9,96.7,60.2,6.94,106.4,99.4,1.4,6.2,22.0,12.0,66.4,61.7,4.71,6.47,2.42,8.76,11.18,-0.0931440443213296,A10,12.59,108.7,96.1,66.4,7.24,107.4,100.1,5.2,2.8,23.0,13.0,70.6,67.3,3.36,6.22,5.95,3.64,9.59,0.1419534412955465
2012,1,NW,8,2.0,Duke,70.0,15.0,Lehigh,75.0,15.0,16.0,ACC,19.7,117.7,98.0,66.4,8.18,107.3,99.1,12.2,2.6,27.0,7.0,77.3,68.6,8.65,8.4,13.75,3.3,17.05,0.2260599415204678,Pat,9.29,108.6,99.3,67.6,-5.57,100.3,105.8,6.1,-0.1,27.0,8.0,75.7,65.4,10.29,-5.14,5.63,-1.37,4.27,0.2138157894736842
2012,1,SW,9,1.0,Michigan St.,89.0,16.0,LIU,67.0,17.0,18.0,B10,27.87,114.7,86.9,64.3,10.21,108.6,98.4,7.7,9.9,29.0,8.0,71.6,59.3,12.32,9.82,8.73,12.58,21.32,0.4028013582342954,NEC,0.75,108.7,107.9,73.4,-5.25,99.8,105.0,10.0,-9.0,25.0,9.0,81.4,77.7,3.76,-5.1,11.38,-12.71,-1.34,-0.1228070175438596
2012,1,SW,10,8.0,Memphis,54.0,9.0,Saint Louis,61.0,19.0,20.0,CUSA,21.9,114.2,92.3,67.5,5.1,104.9,99.8,9.5,5.1,26.0,9.0,74.7,63.1,11.6,5.26,11.14,5.72,16.86,0.0407894736842105,A10,21.2,111.9,90.7,61.9,4.36,105.0,100.6,1.6,10.4,26.0,8.0,68.7,57.6,11.06,4.06,2.48,12.67,15.15,-0.1611842105263157
2012,1,SW,11,5.0,New Mexico,75.0,12.0,Long Beach St.,68.0,21.0,22.0,MWC,19.45,110.8,91.4,65.5,2.65,103.9,101.3,6.4,7.1,28.0,7.0,72.7,59.3,13.4,3.34,6.64,8.96,15.6,-0.5904605263157895,BW,15.27,111.7,96.4,66.4,1.25,104.0,102.8,5.4,3.4,25.0,9.0,73.8,64.0,9.85,0.87,6.44,3.08,9.52,-0.4769736842105262
2012,1,SW,12,4.0,Louisville,69.0,13.0,Davidson,62.0,23.0,24.0,BE,20.67,106.2,85.5,66.1,10.06,108.6,98.6,3.4,8.9,30.0,10.0,68.2,61.0,7.18,9.02,4.73,11.46,16.19,0.333248987854251,SC,10.65,112.0,101.4,67.4,-3.0,101.5,104.5,8.2,-0.2,25.0,8.0,77.9,67.8,10.09,-1.68,8.39,-1.13,7.26,-0.047846889952153
2012,1,SW,13,6.0,Murray St.,58.0,11.0,Colorado St.,41.0,25.0,26.0,OVC,15.34,108.5,93.2,65.0,-2.34,102.9,105.2,2.6,4.9,31.0,2.0,73.1,60.6,12.45,-2.6,3.25,5.49,8.74,-0.0431743421052631,MWC,8.17,111.9,103.7,63.6,4.39,104.7,100.3,4.5,0.2,20.0,12.0,70.1,68.0,2.06,5.23,5.34,1.25,6.58,-0.2993421052631578
2012,1,SW,14,3.0,Marquette,88.0,14.0,BYU,68.0,27.0,28.0,BE,20.22,111.5,91.3,70.0,8.24,106.6,98.3,10.5,3.2,27.0,8.0,75.4,65.9,9.43,7.5,12.11,4.82,16.92,-0.212719298245614,WCC,12.79,106.3,93.5,72.6,1.31,105.1,103.8,7.9,1.0,26.0,9.0,77.9,67.4,10.54,1.55,10.45,0.8,11.25,-0.3742690058479532
2012,1,SW,15,7.0,Florida,71.0,10.0,Virginia,45.0,29.0,30.0,SEC,22.47,120.4,98.0,64.2,7.18,105.4,98.2,11.8,3.5,26.0,11.0,75.9,65.0,10.92,7.33,13.34,4.91,18.25,0.5251716247139588,ACC,15.85,105.2,89.3,59.3,4.05,105.0,101.0,-3.1,14.0,22.0,10.0,62.5,54.2,8.28,4.23,-3.41,15.92,12.51,-0.469407894736842
2012,1,SW,16,2.0,Missouri,84.0,15.0,Norfolk St.,86.0,31.0,32.0,B12,25.28,125.1,99.8,65.4,5.8,105.7,99.9,14.0,1.9,30.0,5.0,80.4,66.3,14.09,5.68,16.13,3.64,19.77,-0.340011961722488,MEAC,-1.82,100.9,102.7,66.6,-6.31,100.3,106.6,-1.1,-1.3,26.0,10.0,68.9,67.1,1.83,-5.39,-1.41,-2.27,-3.68,0.6228070175438597
2012,1,NE,17,1.0,Syracuse,72.0,16.0,UNC Asheville,65.0,33.0,34.0,BE,26.04,117.7,91.7,64.4,7.98,107.0,99.0,9.9,8.4,34.0,3.0,74.1,61.0,13.11,8.02,11.14,9.99,21.12,0.3464156079854809,BSth,5.5,110.4,104.9,68.2,-4.12,101.8,105.9,8.6,-3.6,24.0,10.0,80.7,71.4,9.38,-2.72,7.96,-4.9,3.06,0.35
2012,1,NE,18,8.0,Kansas St.,70.0,9.0,Southern Miss,64.0,35.0,36.0,B12,17.52,109.8,92.3,66.5,7.98,107.0,99.1,5.8,5.2,22.0,11.0,71.0,64.1,6.94,7.53,7.66,6.81,14.47,-0.0086348684210526,CUSA,10.83,111.2,100.4,63.8,4.41,104.7,100.3,4.7,2.5,25.0,9.0,71.4,65.1,6.29,3.61,5.67,2.12,7.79,-0.5021929824561403
2012,1,NE,19,5.0,Vanderbilt,79.0,12.0,Harvard,70.0,37.0,38.0,SEC,20.9,115.6,94.7,64.7,8.48,107.7,99.2,8.2,4.4,25.0,11.0,72.6,65.0,7.67,8.04,9.36,6.35,15.71,-0.3157894736842105,Ivy,14.34,108.8,94.4,60.7,-0.87,101.4,102.2,-0.6,8.7,26.0,5.0,65.6,55.6,9.97,-1.56,-1.58,9.42,7.84,0.1447368421052632
2012,1,NE,20,4.0,Wisconsin,73.0,13.0,Montana,49.0,39.0,40.0,B10,24.09,113.7,89.6,57.5,8.8,107.6,98.8,0.3,15.9,26.0,10.0,64.0,53.2,10.81,8.24,0.58,18.47,19.04,0.2362938596491228,BSky,6.76,103.7,96.9,64.2,-5.3,102.5,107.8,-0.6,5.3,25.0,7.0,70.0,62.0,7.94,-3.39,-0.72,5.26,4.55,-0.0663875598086124
