Year,Team,BPI(O),BPI(D),Conf
2009,Fairfield Stags,-1.0,0.7,MAAC
2009,Stony Brook Seawolves,-4.0,3.7,Am. East
2009,San Diego Toreros,-5.6,5.3,WCC
2009,Cal State Fullerton Titans,4.9,-5.3,Big West
2009,Texas A&M-Corpus Christi Islanders,-1.1,0.7,Southland
2009,Austin Peay Governors,4.8,-5.2,ASUN
2009,Radford Highlanders,2.0,-2.5,Big South
2009,Lamar Cardinals,2.7,-3.3,Southland
2009,Binghamton Bearcats,0.9,-1.6,Am. East
2009,Texas State Bobcats,6.8,-7.7,Sun Belt
2009,Long Beach State Beach,2.7,-3.6,Big West
2009,IUPUI Jaguars,-3.6,2.5,Summit
2009,Hofstra Pride,-1.5,0.4,CAA
2009,Western Carolina Catamounts,2.7,-3.8,Southern
2009,UC Santa Barbara Gauchos,-3.0,1.8,Big West
2009,Oregon Ducks,2.3,-3.5,Pac-12
2009,The Citadel Bulldogs,-2.6,1.3,Southern
2009,Navy Midshipmen,1.4,-2.7,Patriot
2009,Manhattan Jaspers,-3.0,1.7,MAAC
2009,Liberty Flames,3.4,-4.7,CUSA
2009,UTSA Roadrunners,3.0,-4.4,American
2009,Boise State Broncos,2.4,-3.9,WAC
2009,St. Bonaventure Bonnies,1.2,-2.7,A-10
2009,Georgia Bulldogs,-2.2,0.5,SEC
2009,Wofford Terriers,-0.4,-1.4,Southern
2009,Idaho Vandals,-2.8,1.0,WAC
2009,Louisiana Tech Bulldogs,-4.1,2.3,WAC
2009,Chattanooga Mocs,4.9,-6.9,Southern
2009,Arkansas State Red Wolves,-3.1,1.1,Sun Belt
2009,Troy Trojans,6.3,-8.3,Sun Belt
2009,East Carolina Pirates,3.1,-5.1,CUSA
2009,Harvard Crimson,0.4,-2.5,Ivy
2009,Delaware Blue Hens,1.0,-3.1,CAA
2009,DePaul Blue Demons,-0.5,-1.6,Big East
2009,San José State Spartans,-0.9,-1.2,WAC
2009,Missouri State Bears,-5.4,3.2,MVC
2009,UAlbany Great Danes,-3.7,1.5,Am. East
2009,Appalachian State Mountaineers,4.9,-7.2,Southern
2009,SMU Mustangs,-3.4,1.0,CUSA
2009,Seattle U Redhawks,-3.6,1.2,Indep.
2009,Jacksonville State Gamecocks,-1.6,-0.9,CUSA
2009,Mercer Bears,3.8,-6.4,ASUN
2009,Youngstown State Penguins,-0.8,-1.8,Horizon
2009,William & Mary Tribe,-6.2,3.6,CAA
2009,Fresno State Bulldogs,0.3,-2.9,WAC
2009,Western Michigan Broncos,-3.3,0.6,MAC
2009,Alabama State Hornets,-3.2,0.6,SWAC
2009,Indiana State Sycamores,-2.5,-0.2,MVC
2009,Valparaiso Beacons,-4.2,1.6,Horizon
2009,Yale Bulldogs,-3.9,1.1,Ivy
2009,Long Island University Sharks,1.2,-4.1,NEC
2009,Wyoming Cowboys,4.2,-7.1,Mountain West
2009,Tennessee Tech Golden Eagles,1.1,-4.1,OVC
2009,Utah Valley Wolverines,-1.5,-1.4,Indep.
2009,Montana Grizzlies,-4.0,1.0,Big Sky
2009,Chicago State Cougars,10.1,-13.4,Indep.
2009,Purdue Fort Wayne Mastodons,-2.4,-0.9,Summit
2009,Gardner-Webb Runnin' Bulldogs,1.6,-4.9,Big South
2009,Loyola Chicago Ramblers,-3.1,-0.3,Horizon
2009,Lehigh Mountain Hawks,-3.4,-0.0,Patriot
2009,McNeese Cowboys,-5.1,1.7,Southland
2009,Colorado Buffaloes,-5.0,1.5,Big 12
2009,Hawai'i Rainbow Warriors,-3.5,-0.0,WAC
2009,Ball State Cardinals,-8.8,5.2,MAC
2009,Samford Bulldogs,-8.5,5.0,Southern
2009,New Hampshire Wildcats,-5.2,1.6,Am. East
2009,Jackson State Tigers,-0.3,-3.3,SWAC
2009,Loyola Maryland Greyhounds,-0.4,-3.4,MAAC
2009,UMBC Retrievers,-1.3,-2.5,Am. East
2009,Pennsylvania Quakers,-1.5,-2.3,Ivy
2009,UC Davis Aggies,3.9,-7.7,Big West
2009,Canisius Golden Griffins,-4.2,0.4,MAAC
2009,Stetson Hatters,-3.1,-0.8,ASUN
2009,UC Riverside Highlanders,-9.2,5.2,Big West
2009,South Dakota State Jackrabbits,0.2,-4.2,Summit
2009,San Francisco Dons,-1.3,-2.7,WCC
2009,Rice Owls,-3.7,-0.4,CUSA
2009,Northern Colorado Bears,0.1,-4.3,Big Sky
2009,Towson Tigers,-0.8,-3.6,CAA
2009,Princeton Tigers,-11.1,6.6,Ivy
2009,Campbell Fighting Camels,-1.9,-2.6,ASUN
2009,Indiana Hoosiers,-3.5,-1.0,Big Ten
2009,Louisiana Ragin' Cajuns,-2.2,-2.4,Sun Belt
2009,Georgia State Panthers,-7.1,2.4,CAA
2009,Quinnipiac Bobcats,-2.7,-2.0,NEC
2009,Coppin State Eagles,-3.3,-1.3,MEAC
2009,Central Connecticut Blue Devils,-3.4,-1.3,NEC
2009,Presbyterian Blue Hose,-8.8,4.1,Big South
2009,Idaho State Bengals,-3.0,-1.8,Big Sky
2009,Marist Red Foxes,-2.8,-2.1,MAAC
2009,Central Michigan Chippewas,-4.6,-0.3,MAC
2009,Army Black Knights,-9.5,4.5,Patriot
2009,UC Irvine Anteaters,-3.0,-2.0,Big West
2009,Northern Arizona Lumberjacks,-3.4,-1.6,Big Sky
2009,South Dakota Coyotes,1.5,-6.5,Indep.
2009,Denver Pioneers,-9.5,4.4,Sun Belt
2009,Columbia Lions,-7.2,2.0,Ivy
2009,Hampton Pirates,-10.3,5.0,MEAC
2009,Colorado State Rams,1.3,-6.7,Mountain West
2009,Wagner Seahawks,-2.0,-3.4,NEC
2009,Eastern Illinois Panthers,-6.2,0.7,OVC
2009,Winthrop Eagles,-8.9,3.4,Big South
2009,Saint Peter's Peacocks,-8.7,3.1,MAAC
2009,Centenary (LA) Gentlemen,-4.5,-1.3,Summit
2009,Maine Black Bears,-2.8,-3.0,Am. East
2009,Prairie View A&M Panthers,-3.3,-2.6,SWAC
2009,Cal Poly Mustangs,-3.3,-2.6,Big West
2009,Detroit Mercy Titans,-8.7,2.6,Horizon
2009,South Carolina State Bulldogs,-1.2,-4.8,MEAC
2009,North Carolina A&T Aggies,-3.3,-2.7,MEAC
2009,Elon Phoenix,-4.8,-1.3,Southern
2009,Eastern Washington Eagles,-5.3,-1.2,Big Sky
2009,Montana State Bobcats,-3.2,-3.4,Big Sky
2009,High Point Panthers,-7.1,0.6,Big South
2009,Florida Atlantic Owls,-2.2,-4.4,Sun Belt
2009,Northern Illinois Huskies,-1.9,-4.8,MAC
2009,Coastal Carolina Chanticleers,-2.9,-3.8,Sun Belt
2009,Florida International Panthers,-6.3,-0.6,Sun Belt
2009,Tennessee State Tigers,1.7,-8.7,OVC
2009,Savannah State Tigers,-10.5,3.4,Indep.
2009,Longwood Lancers,2.8,-9.9,Indep.
2009,St. Francis Brooklyn Terriers,-3.3,-3.8,NEC
2009,UNC Asheville Bulldogs,1.0,-8.2,Big South
2009,Air Force Falcons,-10.8,3.7,Mountain West
2009,Georgia Southern Eagles,0.6,-7.8,Southern
2009,Southern Utah Thunderbirds,-4.6,-2.7,Summit
2009,Toledo Rockets,-6.6,-0.7,MAC
2009,Norfolk State Spartans,0.1,-7.5,MEAC
2009,Bucknell Bison,-3.2,-4.3,Patriot
2009,New Orleans Privateers,-7.0,-0.5,Sun Belt
2009,Brown Bears,-5.7,-2.0,Ivy
2009,Kansas City Roos,-3.1,-4.6,Summit
2009,UL Monroe Warhawks,-2.8,-5.0,Sun Belt
2009,Bethune-Cookman Wildcats,-11.9,4.1,MEAC
2009,Eastern Michigan Eagles,-9.4,1.7,MAC
2009,Colgate Raiders,-10.8,2.8,Patriot
2009,South Carolina Upstate Spartans,-8.4,0.3,ASUN
2009,Charleston Southern Buccaneers,-2.9,-5.5,Big South
2009,Dartmouth Big Green,-5.7,-2.7,Ivy
2009,Cal State Bakersfield Roadrunners,-3.8,-4.7,Indep.
2009,Hartford Hawks,-6.5,-2.0,Am. East
2009,Lafayette Leopards,-1.6,-7.2,Patriot
2009,Florida Gulf Coast Eagles,-4.7,-4.2,ASUN
2009,Western Illinois Leathernecks,-10.2,1.2,Summit
2009,UNC Wilmington Seahawks,2.7,-12.2,CAA
2009,Arkansas-Pine Bluff Golden Lions,-6.4,-3.2,SWAC
2009,UT Rio Grande Valley Vaqueros,-6.2,-3.8,Indep.
2009,Delaware State Hornets,-9.8,-0.3,MEAC
2009,Central Arkansas Bears,-7.1,-3.0,ASUN
2009,UNC Greensboro Spartans,-6.0,-4.2,Southern
2009,Monmouth Hawks,-6.5,-3.7,NEC
2009,St. Francis (PA) Red Flash,-7.5,-2.7,NEC
2009,Texas Southern Tigers,-4.8,-5.5,SWAC
2009,Furman Paladins,-8.5,-2.1,Southern
2009,Fordham Rams,-5.1,-5.7,A-10
2009,Northwestern State Demons,-1.1,-9.9,Southland
2009,SIU Edwardsville Cougars,-3.0,-8.2,Indep.
2009,Bryant Bulldogs,-9.7,-1.5,Indep.
2009,Mississippi Valley State Delta Devils,-4.7,-7.2,SWAC
2009,North Dakota Fighting Hawks,-4.4,-7.6,Indep.
2009,Fairleigh Dickinson Knights,-3.5,-8.5,NEC
2009,Houston Christian Huskies,-0.8,-11.2,Indep.
2009,Southeast Missouri State Redhawks,-1.9,-10.3,OVC
2009,Florida A&M Rattlers,-6.1,-6.3,MEAC
2009,Pepperdine Waves,-6.0,-6.4,WCC
2009,Howard Bison,-6.8,-5.8,MEAC
2009,Southern Jaguars,-8.6,-4.2,SWAC
2009,Kennesaw State Owls,-10.9,-2.7,ASUN
2009,Winston-Salem Rams,-10.7,-3.2,Indep.
2009,Alabama A&M Bulldogs,-7.7,-6.3,SWAC
2009,Sacramento State Hornets,-9.7,-4.6,Big Sky
2009,Loyola Marymount Lions,-10.7,-3.6,WCC
2009,Grambling Tigers,-8.6,-6.0,SWAC
2009,Maryland-Eastern Shore Hawks,-9.6,-5.4,MEAC
2009,North Florida Ospreys,-12.4,-3.2,ASUN
2009,Alcorn State Braves,-2.6,-14.9,SWAC
2009,North Carolina Central Eagles,-8.7,-9.6,Indep.
2009,NJIT Highlanders,-18.6,-1.5,Indep.
2010,Duke Blue Devils,12.8,9.6,ACC
2010,Kansas Jayhawks,13.4,7.8,Big 12
2010,Syracuse Orange,13.4,5.5,Big East
2010,Kentucky Wildcats,11.7,5.5,SEC
2010,West Virginia Mountaineers,7.8,8.7,Big East
2010,Ohio State Buckeyes,8.5,8.0,Big Ten
2010,Wisconsin Badgers,2.3,13.6,Big Ten
2010,Baylor Bears,9.5,6.0,Big 12
2010,Maryland Terrapins,11.9,3.3,ACC
2010,Villanova Wildcats,14.5,0.6,Big East
2010,Purdue Boilermakers,5.6,9.3,Big Ten
2010,Kansas State Wildcats,11.3,3.3,Big 12
2010,Georgetown Hoyas,8.3,6.2,Big East
2010,BYU Cougars,12.6,1.8,Mountain West
2010,Texas Longhorns,12.3,1.9,Big 12
2010,Tennessee Volunteers,7.1,6.7,SEC
2010,Missouri Tigers,9.1,4.6,Big 12
2010,Xavier Musketeers,11.9,1.6,A-10
2010,Clemson Tigers,7.2,6.3,ACC
2010,Florida State Seminoles,2.7,10.4,ACC
2010,Minnesota Golden Gophers,6.6,6.2,Big Ten
2010,Utah State Aggies,4.1,8.7,WAC
2010,Vanderbilt Commodores,9.2,3.4,SEC
2010,Marquette Golden Eagles,6.4,6.2,Big East
2010,Butler Bulldogs,3.1,9.4,Horizon
2010,Pittsburgh Panthers,3.0,9.5,Big East
2010,Louisville Cardinals,9.1,3.3,Big East
2010,Michigan State Spartans,6.3,5.9,Big Ten
2010,Temple Owls,-1.1,13.1,A-10
2010,Georgia Tech Yellow Jackets,6.0,5.9,ACC
2010,California Golden Bears,11.3,0.5,Pac-12
2010,Washington Huskies,10.8,0.5,Pac-12
2010,Old Dominion Monarchs,0.3,11.0,CAA
2010,Texas A&M Aggies,4.4,6.8,Big 12
2010,Mississippi State Bulldogs,5.8,5.2,SEC
2010,Murray State Racers,4.6,6.3,MVC
2010,Ole Miss Rebels,9.7,1.2,SEC
2010,Florida Gators,5.9,4.9,SEC
2010,UNLV Rebels,5.9,4.9,Mountain West
2010,Dayton Flyers,2.5,8.1,A-10
2010,Cornell Big Red,6.9,3.6,Ivy
2010,UTEP Miners,6.3,4.2,CUSA
2010,Northern Iowa Panthers,-2.7,12.9,MVC
2010,UConn Huskies,4.4,5.7,Big East
2010,Virginia Tech Hokies,4.6,5.4,ACC
2010,Memphis Tigers,6.0,4.0,CUSA
2010,Richmond Spiders,2.1,7.7,A-10
2010,New Mexico Lobos,7.3,2.4,Mountain West
2010,Oklahoma State Cowboys,6.1,3.5,Big 12
2010,Siena Saints,7.5,2.1,MAAC
2010,Wake Forest Demon Deacons,6.4,3.1,ACC
2010,Arizona State Sun Devils,0.0,9.4,Pac-12
2010,Notre Dame Fighting Irish,8.4,1.1,Big East
2010,Miami Hurricanes,5.3,4.1,ACC
2010,Saint Mary's Gaels,8.3,0.9,WCC
2010,VCU Rams,7.9,1.2,CAA
2010,Gonzaga Bulldogs,7.5,1.5,WCC
2010,Seton Hall Pirates,11.0,-2.2,Big East
2010,Rhode Island Rams,8.2,0.4,A-10
2010,Marshall Thundering Herd,8.9,-0.3,CUSA
2010,Illinois Fighting Illini,5.4,2.9,Big Ten
2010,North Carolina Tar Heels,7.3,1.0,ACC
2010,UAB Blazers,0.2,8.0,CUSA
2010,Boston College Eagles,4.1,3.7,ACC
2010,St. John's Red Storm,1.6,6.2,Big East
2010,Michigan Wolverines,-0.3,7.9,Big Ten
2010,Cincinnati Bearcats,2.9,4.7,Big East
2010,San Diego State Aztecs,2.3,5.2,Mountain West
2010,South Carolina Gamecocks,5.2,2.1,SEC
2010,Tulsa Golden Hurricane,2.8,4.5,CUSA
2010,Wright State Raiders,0.1,7.1,Horizon
2010,Alabama Crimson Tide,1.6,5.6,SEC
2010,Virginia Cavaliers,-0.1,6.6,ACC
2010,Wichita State Shockers,0.9,5.5,MVC
2010,Iowa State Cyclones,4.2,2.1,Big 12
2010,Northwestern Wildcats,3.2,3.1,Big Ten
2010,Northeastern Huskies,-2.4,8.6,CAA
2010,NC State Wolfpack,0.7,5.5,ACC
2010,Kent State Golden Flashes,2.6,3.3,MAC
2010,Providence Friars,13.0,-7.1,Big East
2010,Wofford Terriers,-0.2,5.9,Southern
2010,Sam Houston Bearkats,6.9,-1.2,CUSA
2010,USC Trojans,-6.8,12.3,Pac-12
2010,Charlotte 49ers,5.3,0.2,A-10
2010,Texas Tech Red Raiders,7.7,-2.3,Big 12
2010,Illinois State Redbirds,1.7,3.7,MVC
2010,Missouri State Bears,3.3,2.1,MVC
2010,Houston Cougars,9.9,-4.6,CUSA
2010,Coastal Carolina Chanticleers,-0.1,5.3,Sun Belt
2010,Nevada Wolf Pack,8.2,-3.1,WAC
2010,Portland Pilots,2.4,2.5,WCC
2010,Montana Grizzlies,-1.2,6.0,Big Sky
2010,South Florida Bulls,0.9,3.8,Big East
2010,Penn State Nittany Lions,0.3,4.4,Big Ten
2010,Georgia Bulldogs,1.8,2.8,SEC
2010,IUPUI Jaguars,4.1,0.4,Summit
2010,William & Mary Tribe,0.6,3.9,CAA
2010,Arizona Wildcats,5.2,-0.9,Pac-12
2010,Morehead State Eagles,0.1,4.2,OVC
2010,Akron Zips,2.1,2.2,MAC
2010,Ohio Bobcats,5.9,-1.7,MAC
2010,Auburn Tigers,6.4,-2.3,SEC
2010,Arkansas Razorbacks,6.2,-2.1,SEC
2010,Oklahoma Sooners,4.6,-0.5,Big 12
2010,Colorado Buffaloes,6.0,-1.9,Big 12
2010,Iona Gaels,-2.0,6.1,MAAC
2010,Weber State Wildcats,5.4,-1.5,Big Sky
2010,Harvard Crimson,4.4,-0.6,Ivy
2010,UCLA Bruins,1.5,2.2,Pac-12
2010,Nebraska Cornhuskers,-0.7,4.4,Big 12
2010,Oakland Golden Grizzlies,6.4,-2.8,Summit
2010,George Washington Revolutionaries,1.4,2.2,A-10
2010,Creighton Bluejays,2.8,0.8,MVC
2010,Princeton Tigers,-8.3,11.7,Ivy
2010,Saint Louis Billikens,-4.5,7.9,A-10
2010,Louisiana Tech Bulldogs,3.6,-0.3,WAC
2010,Washington State Cougars,4.3,-1.0,Pac-12
2010,Pacific Tigers,-3.9,7.1,Big West
2010,Bradley Braves,1.6,1.5,MVC
2010,Western Kentucky Hilltoppers,1.9,1.1,Sun Belt
2010,Niagara Purple Eagles,4.2,-1.4,MAAC
2010,Oral Roberts Golden Eagles,-0.4,3.1,Summit
2010,Boston University Terriers,4.3,-1.7,Am. East
2010,Fairfield Stags,2.1,0.4,MAAC
2010,Southern Illinois Salukis,2.4,0.0,MVC
2010,Hofstra Pride,1.9,0.4,CAA
2010,Appalachian State Mountaineers,4.0,-1.7,Southern
2010,Eastern Kentucky Colonels,1.9,0.4,ASUN
2010,Stanford Cardinal,2.1,0.2,Pac-12
2010,Vermont Catamounts,1.0,1.2,Am. East
2010,Morgan State Bears,5.5,-3.3,MEAC
2010,Utah Utes,-0.8,3.0,Mountain West
2010,Oregon Ducks,2.5,-0.4,Pac-12
2010,Southern Miss Golden Eagles,-4.4,6.5,CUSA
2010,Indiana State Sycamores,0.1,1.8,MVC
2010,Western Carolina Catamounts,2.8,-0.9,Southern
2010,Miami (OH) RedHawks,-4.2,6.1,MAC
2010,Long Beach State Beach,3.0,-1.3,Big West
2010,Jacksonville Dolphins,1.4,0.3,ASUN
2010,Duquesne Dukes,3.7,-2.1,A-10
2010,Belmont Bruins,2.9,-1.4,ASUN
2010,New Mexico State Aggies,7.9,-6.5,WAC
2010,Oregon State Beavers,-6.5,7.8,Pac-12
2010,Western Michigan Broncos,1.2,0.1,MAC
2010,Charleston Cougars,5.9,-4.6,Southern
2010,Northern Colorado Bears,2.1,-0.8,Big Sky
2010,St. Bonaventure Bonnies,1.4,-0.2,A-10
2010,UC Santa Barbara Gauchos,-1.2,2.3,Big West
2010,Drexel Dragons,-4.0,5.0,CAA
2010,Detroit Mercy Titans,-0.3,1.3,Horizon
2010,Lipscomb Bisons,7.3,-6.5,ASUN
2010,Davidson Wildcats,1.0,-0.3,Southern
2010,Green Bay Phoenix,0.2,0.4,Horizon
2010,Milwaukee Panthers,1.1,-0.5,Horizon
2010,George Mason Patriots,-0.8,1.3,CAA
2010,Mount St. Mary's Mountaineers,-3.2,3.7,NEC
2010,Campbell Fighting Camels,-3.2,3.6,ASUN
2010,Stony Brook Seawolves,-1.4,1.9,Am. East
2010,Cleveland State Vikings,0.3,0.1,Horizon
2010,Buffalo Bulls,3.6,-3.3,MAC
2010,Colorado State Rams,-1.1,1.2,Mountain West
2010,Middle Tennessee Blue Raiders,-2.0,2.1,Sun Belt
2010,Quinnipiac Bobcats,2.3,-2.2,NEC
2010,Stephen F. Austin Lumberjacks,-5.9,5.9,WAC
2010,Texas A&M-Corpus Christi Islanders,-2.1,2.1,Southland
2010,UCF Knights,-1.1,1.1,CUSA
2010,Drake Bulldogs,0.6,-0.6,MVC
2010,LSU Tigers,-4.7,4.6,SEC
2010,Saint Peter's Peacocks,-6.3,6.2,MAAC
2010,Fresno State Bulldogs,-2.2,2.1,WAC
2010,East Tennessee State Buccaneers,-1.1,1.0,ASUN
2010,Robert Morris Colonials,-0.9,0.7,NEC
2010,SMU Mustangs,-2.9,2.8,CUSA
2010,UTSA Roadrunners,-0.6,0.4,American
2010,La Salle Explorers,2.8,-3.1,A-10
2010,Idaho Vandals,-0.1,-0.2,WAC
2010,Rutgers Scarlet Knights,0.4,-0.7,Big East
2010,Troy Trojans,3.0,-3.4,Sun Belt
2010,Boise State Broncos,2.5,-3.0,WAC
2010,Lehigh Mountain Hawks,4.3,-4.8,Patriot
2010,Saint Joseph's Hawks,2.5,-3.1,A-10
2010,Indiana Hoosiers,0.5,-1.1,Big Ten
2010,Iowa Hawkeyes,-4.0,3.3,Big Ten
2010,SE Louisiana Lions,-0.3,-0.5,Southland
2010,Denver Pioneers,-4.2,3.4,Sun Belt
2010,Loyola Marymount Lions,5.7,-6.5,WCC
2010,DePaul Blue Demons,-4.4,3.6,Big East
2010,Austin Peay Governors,2.1,-3.0,ASUN
2010,North Texas Mean Green,2.1,-3.1,Sun Belt
2010,Massachusetts Minutemen,2.3,-3.2,A-10
2010,The Citadel Bulldogs,-7.6,6.6,Southern
2010,Arkansas State Red Wolves,-1.5,0.5,Sun Belt
2010,Radford Highlanders,-0.4,-0.7,Big South
2010,Eastern Illinois Panthers,-2.3,1.3,OVC
2010,Rider Broncs,1.8,-3.0,MAAC
2010,Cal State Fullerton Titans,3.8,-5.0,Big West
2010,San Francisco Dons,1.4,-2.8,WCC
2010,Loyola Maryland Greyhounds,-2.2,0.7,MAAC
2010,Central Michigan Chippewas,-3.5,1.9,MAC
2010,Seattle U Redhawks,6.7,-8.4,Indep.
2010,Maine Black Bears,-5.0,3.3,Am. East
2010,Mercer Bears,5.3,-7.2,ASUN
2010,Montana State Bobcats,-2.7,0.8,Big Sky
2010,Valparaiso Beacons,4.1,-6.1,Horizon
2010,Portland State Vikings,6.6,-8.6,Big Sky
2010,South Dakota State Jackrabbits,3.5,-5.5,Summit
2010,San José State Spartans,3.3,-5.3,WAC
2010,Georgia State Panthers,-5.2,3.1,CAA
2010,Eastern Michigan Eagles,-2.6,0.5,MAC
2010,Canisius Golden Griffins,-1.1,-1.0,MAAC
2010,TCU Horned Frogs,-0.9,-1.3,Mountain West
2010,UNC Wilmington Seahawks,-1.0,-1.4,CAA
2010,Manhattan Jaspers,-2.9,0.5,MAAC
2010,San Diego Toreros,-5.0,2.5,WCC
2010,James Madison Dukes,-1.0,-1.5,CAA
2010,Purdue Fort Wayne Mastodons,-2.1,-0.6,Summit
2010,Winthrop Eagles,-8.6,5.8,Big South
2010,Youngstown State Penguins,-1.5,-1.4,Horizon
2010,Bowling Green Falcons,-4.8,1.8,MAC
2010,South Dakota Coyotes,4.4,-7.5,Summit
2010,Tulane Green Wave,-4.5,1.4,CUSA
2010,Loyola Chicago Ramblers,-3.9,0.8,Horizon
2010,UC Riverside Highlanders,-6.4,3.3,Big West
2010,Louisiana Ragin' Cajuns,-2.5,-0.7,Sun Belt
2010,Florida Atlantic Owls,2.6,-5.8,Sun Belt
2010,Arkansas-Pine Bluff Golden Lions,-4.9,1.6,SWAC
2010,Ball State Cardinals,-7.5,4.1,MAC
2010,North Dakota State Bison,0.4,-3.9,Summit
2010,Tennessee Tech Golden Eagles,3.9,-7.5,OVC
2010,Northern Arizona Lumberjacks,-0.5,-3.2,Big Sky
2010,Cal State Northridge Matadors,1.8,-5.5,Big West
2010,Hampton Pirates,-5.1,1.4,MEAC
2010,Wyoming Cowboys,1.3,-5.1,Mountain West
2010,Evansville Purple Aces,-3.2,-0.6,MVC
2010,Hawai'i Rainbow Warriors,-5.5,1.6,WAC
2010,Lafayette Leopards,1.4,-5.5,Patriot
2010,Holy Cross Crusaders,-0.6,-3.6,Patriot
2010,New Hampshire Wildcats,-6.9,2.6,Am. East
2010,Bucknell Bison,-3.2,-1.2,Patriot
2010,UC Davis Aggies,-1.4,-3.1,Big West
2010,South Alabama Jaguars,-3.7,-0.9,Sun Belt
2010,Texas State Bobcats,4.1,-8.7,Sun Belt
2010,Liberty Flames,-3.9,-1.0,CUSA
2010,Chattanooga Mocs,-1.1,-4.0,Southern
2010,Northern Illinois Huskies,-0.3,-4.8,MAC
2010,Jacksonville State Gamecocks,-1.7,-3.4,CUSA
2010,Furman Paladins,-1.9,-3.3,Southern
2010,Charleston Southern Buccaneers,-3.8,-1.5,Big South
2010,Army Black Knights,-10.8,5.5,Patriot
2010,Samford Bulldogs,-11.1,5.7,Southern
2010,Sacred Heart Pioneers,1.6,-7.1,NEC
2010,Yale Bulldogs,-2.6,-3.0,Ivy
2010,Texas Southern Tigers,-3.8,-1.8,SWAC
2010,Western Illinois Leathernecks,-11.0,5.4,Summit
2010,Elon Phoenix,-2.1,-3.6,Southern
2010,Tennessee State Tigers,-1.1,-4.6,OVC
2010,Bethune-Cookman Wildcats,-9.5,3.7,MEAC
2010,Cal Poly Mustangs,-0.3,-5.5,Big West
2010,UT Arlington Mavericks,0.1,-6.0,WAC
2010,Rice Owls,-5.0,-1.0,CUSA
2010,Norfolk State Spartans,1.3,-7.3,MEAC
2010,Santa Clara Broncos,-5.6,-0.5,WCC
2010,UC Irvine Anteaters,-3.3,-2.8,Big West
2010,Long Island University Sharks,0.1,-6.3,NEC
2010,Towson Tigers,1.2,-7.5,CAA
2010,Prairie View A&M Panthers,-7.6,1.3,SWAC
2010,UIC Flames,-4.1,-2.2,Horizon
2010,UNC Greensboro Spartans,-3.3,-3.1,Southern
2010,High Point Panthers,-1.3,-5.2,Big South
2010,East Carolina Pirates,-0.4,-6.1,CUSA
2010,Colgate Raiders,-2.4,-4.1,Patriot
2010,Little Rock Trojans,-2.0,-4.6,Sun Belt
2010,UNC Asheville Bulldogs,1.4,-8.1,Big South
2010,Delaware State Hornets,-12.0,5.2,MEAC
2010,Kansas City Roos,-4.1,-2.9,Summit
2010,South Carolina State Bulldogs,-2.5,-4.5,MEAC
2010,McNeese Cowboys,-3.4,-3.6,Southland
2010,Navy Midshipmen,-0.2,-6.9,Patriot
2010,Columbia Lions,-8.5,1.4,Ivy
2010,North Carolina A&T Aggies,-2.8,-4.3,MEAC
2010,Air Force Falcons,-11.6,4.5,Mountain West
2010,Delaware Blue Hens,-3.4,-3.7,CAA
2010,North Florida Ospreys,-9.2,2.0,ASUN
2010,American University Eagles,-7.0,-0.3,Patriot
2010,UAlbany Great Danes,-5.8,-1.6,Am. East
2010,Monmouth Hawks,-5.7,-1.6,NEC
2010,Kennesaw State Owls,-4.3,-3.1,ASUN
2010,Jackson State Tigers,-6.6,-0.9,SWAC
2010,UL Monroe Warhawks,-3.0,-4.5,Sun Belt
2010,Lamar Cardinals,-3.5,-4.1,Southland
2010,Brown Bears,-1.8,-5.8,Ivy
2010,Georgia Southern Eagles,0.9,-8.5,Southern
2010,South Carolina Upstate Spartans,-7.9,0.0,ASUN
2010,Nicholls Colonels,-5.1,-2.8,Southland
2010,Binghamton Bearcats,-7.6,-0.5,Am. East
2010,Central Connecticut Blue Devils,-7.5,-0.6,NEC
2010,Idaho State Bengals,-2.8,-5.3,Big Sky
2010,Florida Gulf Coast Eagles,-4.5,-3.8,ASUN
2010,Cal State Bakersfield Roadrunners,-3.4,-5.1,Indep.
2010,St. Francis Brooklyn Terriers,-8.6,0.1,NEC
2010,Pepperdine Waves,-3.6,-5.0,WCC
2010,Southeast Missouri State Redhawks,-5.2,-3.5,OVC
2010,Longwood Lancers,2.0,-10.8,Indep.
2010,Savannah State Tigers,-11.8,3.0,Indep.
2010,Eastern Washington Eagles,-2.7,-6.1,Big Sky
2010,Utah Valley Wolverines,-8.5,-0.6,WAC
2010,Pennsylvania Quakers,-4.7,-4.6,Ivy
2010,Hartford Hawks,-6.2,-3.1,Am. East
2010,Alabama State Hornets,-7.3,-2.1,SWAC
2010,Fairleigh Dickinson Knights,-4.8,-4.6,NEC
2010,Florida International Panthers,-1.5,-8.1,Sun Belt
2010,Central Arkansas Bears,-8.3,-1.3,ASUN
2010,New Orleans Privateers,-10.1,0.3,Sun Belt
2010,Gardner-Webb Runnin' Bulldogs,-2.5,-7.4,Big South
2010,Northwestern State Demons,1.1,-11.1,Southland
2010,Fordham Rams,-3.3,-6.7,A-10
2010,Southern Utah Thunderbirds,-5.7,-4.9,Summit
2010,Centenary (LA) Gentlemen,-1.0,-9.9,Summit
2010,St. Francis (PA) Red Flash,-6.5,-4.4,NEC
2010,VMI Keydets,11.0,-22.1,Southern
2010,Winston-Salem Rams,-8.6,-2.5,Indep.
