Year,Team,Conf,BPI(O),BPI(D)
2023,San Diego,WCC,2.6,-6.7
2023,Southeast Missouri St.,OVC,-2.5,-1.8
2023,Lafayette,Patriot,-5.2,0.9
2023,Dartmouth,Ivy,-3.4,-0.9
2023,UT Rio Grande Valley,WAC,-1.2,-3.2
2023,FIU,C-USA,-2.4,-2.0
2023,Oakland,Horizon,0.2,-4.6
2023,Tennessee Martin,OVC,-1.4,-3.1
2023,East Tennessee St.,Southern,-2.7,-1.9
2023,American,Patriot,-2.3,-2.5
2023,Lehigh,Patriot,-4.5,-0.3
2023,Northern Colorado,Big Sky,0.5,-5.3
2023,Southern,SWAC,-4.6,-0.2
2023,New Hampshire,Am. East,-3.8,-1.2
2023,Morgan St.,MEAC,-5.5,0.4
2023,Illinois St.,MVC,-2.8,-2.4
2023,Maine,Am. East,-3.1,-2.0
2023,Bucknell,Patriot,-2.5,-2.7
2023,Alcorn St.,SWAC,-2.5,-2.7
2023,Miami OH,MAC,-1.0,-4.3
2023,Mount St. Mary's,MAAC,-5.3,-0.2
2023,Marist,MAAC,-4.4,-1.2
2023,Southeastern Louisiana,Southland,-0.9,-4.8
2023,Louisiana Monroe,Sun Belt,-4.1,-1.5
2023,Northern Illinois,MAC,-3.6,-2.0
2023,Georgia St.,Sun Belt,-4.8,-0.9
2023,Southern Indiana,OVC,-2.0,-3.8
2023,Bowling Green,MAC,-0.6,-5.2
2023,Idaho St.,Big Sky,-2.5,-3.3
2023,Wagner,NEC,-5.9,0.0
2023,Tennessee Tech,OVC,-2.7,-3.1
2023,Manhattan,MAAC,-4.3,-1.6
2023,Western Illinois,Summit,-2.2,-3.8
2023,Merrimack,NEC,-9.2,3.2
2023,Valparaiso,MVC,-4.0,-2.0
2023,Fairleigh Dickinson,NEC,1.0,-7.0
2023,Prairie View A&M,SWAC,-6.1,0.0
2023,Charleston Southern,Big South,-0.1,-6.3
2023,Texas Southern,SWAC,-5.1,-1.3
2023,Saint Peter's,MAAC,-5.4,-1.1
2023,Chicago St.,Indep.,-1.3,-5.1
2023,North Dakota,Summit,-1.4,-5.1
2023,Idaho,Big Sky,-0.6,-6.0
2023,Binghamton,Am. East,-4.1,-2.5
2023,High Point,Big South,-3.1,-3.6
2023,Tennessee St.,OVC,-2.1,-4.7
2023,Sacred Heart,NEC,-4.2,-2.6
2023,Louisville,ACC,-3.1,-3.7
2023,California,Pac-12,-6.1,-0.7
2023,Arkansas St.,Sun Belt,-3.4,-3.6
2023,UC San Diego,Big West,-3.3,-3.8
2023,North Carolina A&T,CAA,-4.2,-3.0
2023,Illinois Chicago,MVC,-5.6,-1.6
2023,William & Mary,CAA,-3.1,-4.3
2023,Jackson St.,SWAC,-4.4,-3.1
2023,Northeastern,CAA,-4.8,-2.9
2023,Cal St. Bakersfield,Big West,-7.2,-0.5
2023,Texas A&M Commerce,Southland,-2.6,-5.3
2023,St. Francis PA,NEC,-1.5,-6.4
2023,South Dakota,Summit,-1.7,-6.4
2023,Loyola MD,Patriot,-3.9,-4.1
2023,Western Michigan,MAC,-1.5,-6.6
2023,Stonehill,NEC,-5.9,-2.3
2023,UMKC,Summit,-7.1,-1.3
2023,Tulsa,American,-4.0,-4.5
2023,The Citadel,Southern,-4.0,-4.5
2023,Stony Brook,CAA,-5.1,-3.5
2023,Cal St. Northridge,Big West,-5.7,-2.9
2023,Cal Poly,Big West,-8.2,-0.4
2023,Alabama A&M,SWAC,-6.0,-2.8
2023,NJIT,Am. East,-4.9,-3.8
2023,Little Rock,OVC,-2.9,-5.9
2023,Denver,Summit,-3.7,-5.3
2023,Austin Peay,ASUN,-4.9,-4.1
2023,UTSA,C-USA,-4.0,-5.2
2023,Nebraska Omaha,Summit,-3.4,-5.7
2023,Eastern Michigan,MAC,-3.1,-6.1
2023,Central Connecticut,NEC,-4.6,-4.7
2023,Columbia,Ivy,-6.0,-3.6
2023,Central Arkansas,ASUN,-4.6,-5.1
2023,Central Michigan,MAC,-8.1,-1.6
2023,Coppin St.,MEAC,-3.8,-6.1
2023,Arkansas Pine Bluff,SWAC,-8.2,-1.7
2023,Elon,CAA,-5.3,-4.8
2023,Eastern Illinois,OVC,-7.5,-2.6
2023,McNeese St.,Southland,-4.1,-6.1
2023,Holy Cross,Patriot,-6.6,-3.7
2023,Albany,Am. East,-4.7,-5.8
2023,Lindenwood,OVC,-6.2,-4.5
2023,Presbyterian,Big South,-7.2,-3.6
2023,St. Francis NY,NEC,-7.9,-3.0
2023,South Carolina St.,MEAC,-4.3,-6.8
2023,VMI,Southern,-3.3,-7.9
2023,Incarnate Word,Southland,-5.7,-5.6
2023,Hampton,CAA,-5.2,-6.2
2023,Bethune Cookman,SWAC,-5.7,-6.0
2023,New Orleans,Southland,-5.5,-6.2
2023,Evansville,MVC,-8.8,-3.4
2023,Alabama St.,SWAC,-8.5,-3.9
2023,Houston Christian,Southland,-2.7,-9.8
2023,Monmouth,CAA,-8.8,-3.8
2023,Delaware St.,MEAC,-8.8,-5.5
2023,Lamar,Southland,-7.6,-7.2
2023,Mississippi Valley St.,SWAC,-9.7,-5.2
2023,Hartford,Indep.,-8.7,-6.4
2023,IUPUI,Horizon,-7.5,-7.7
2023,Florida A&M,SWAC,-11.6,-3.6
2023,LIU,NEC,-9.5,-6.4
2023,Green Bay,Horizon,-9.5,-7.4
