Year,Team,Conf,BPI(O),BPI(D)
2009,Maine,Am. East,-2.8,-3.0
2009,Prairie View A&M,SWAC,-3.3,-2.6
2009,Cal Poly,Big West,-3.3,-2.6
2009,Detroit Mercy,Horizon,-8.7,2.6
2009,South Carolina St.,MEAC,-1.2,-4.8
2009,North Carolina A&T,MEAC,-3.3,-2.7
2009,Elon,Southern,-4.8,-1.3
2009,Eastern Washington,Big Sky,-5.3,-1.2
2009,Montana St.,Big Sky,-3.2,-3.4
2009,High Point,Big South,-7.1,0.6
2009,Florida Atlantic,Sun Belt,-2.2,-4.4
2009,Northern Illinois,MAC,-1.9,-4.8
2009,Coastal Carolina,Sun Belt,-2.9,-3.8
2009,FIU,Sun Belt,-6.3,-0.6
2009,Tennessee St.,OVC,1.7,-8.7
2009,Longwood,Indep.,2.8,-9.9
2009,St. Francis NY,NEC,-3.3,-3.8
2009,UNC Asheville,Big South,1.0,-8.2
2009,Air Force,Mountain West,-10.8,3.7
2009,Georgia Southern,Southern,0.6,-7.8
2009,Southern Utah,Summit,-4.6,-2.7
2009,Toledo,MAC,-6.6,-0.7
2009,Norfolk St.,MEAC,0.1,-7.5
2009,Bucknell,Patriot,-3.2,-4.3
2009,New Orleans,Sun Belt,-7.0,-0.5
2009,Brown,Ivy,-5.7,-2.0
2009,UMKC,Summit,-3.1,-4.6
2009,Louisiana Monroe,Sun Belt,-2.8,-5.0
2009,Bethune Cookman,MEAC,-11.9,4.1
2009,Eastern Michigan,MAC,-9.4,1.7
2009,Colgate,Patriot,-10.8,2.8
2009,USC Upstate,ASUN,-8.4,0.3
2009,Charleston Southern,Big South,-2.9,-5.5
2009,Dartmouth,Ivy,-5.7,-2.7
2009,Cal St. Bakersfield,Indep.,-3.8,-4.7
2009,Hartford,Am. East,-6.5,-2.0
2009,Lafayette,Patriot,-1.6,-7.2
2009,Florida Gulf Coast,ASUN,-4.7,-4.2
2009,Western Illinois,Summit,-10.2,1.2
2009,UNC Wilmington,CAA,2.7,-12.2
2009,Arkansas Pine Bluff,SWAC,-6.4,-3.2
2009,UT Rio Grande Valley,Indep.,-6.2,-3.8
2009,Delaware St.,MEAC,-9.8,-0.3
2009,Central Arkansas,ASUN,-7.1,-3.0
2009,UNC Greensboro,Southern,-6.0,-4.2
2009,Monmouth,NEC,-6.5,-3.7
2009,St. Francis PA,NEC,-7.5,-2.7
2009,Texas Southern,SWAC,-4.8,-5.5
2009,Furman,Southern,-8.5,-2.1
2009,Fordham,A 10,-5.1,-5.7
2009,Northwestern St.,Southland,-1.1,-9.9
2009,SIU Edwardsville,Indep.,-3.0,-8.2
2009,Bryant,Indep.,-9.7,-1.5
2009,Mississippi Valley St.,SWAC,-4.7,-7.2
2009,North Dakota,Indep.,-4.4,-7.6
2009,Fairleigh Dickinson,NEC,-3.5,-8.5
2009,Houston Christian,Indep.,-0.8,-11.2
2009,Southeast Missouri St.,OVC,-1.9,-10.3
2009,Florida A&M,MEAC,-6.1,-6.3
2009,Pepperdine,WCC,-6.0,-6.4
2009,Howard,MEAC,-6.8,-5.8
2009,Southern,SWAC,-8.6,-4.2
2009,Kennesaw St.,ASUN,-10.9,-2.7
2009,Alabama A&M,SWAC,-7.7,-6.3
2009,Sacramento St.,Big Sky,-9.7,-4.6
2009,Loyola Marymount,WCC,-10.7,-3.6
2009,Grambling St.,SWAC,-8.6,-6.0
2009,Maryland Eastern Shore,MEAC,-9.6,-5.4
2009,North Florida,ASUN,-12.4,-3.2
2009,Alcorn St.,SWAC,-2.6,-14.9
2009,North Carolina Central,Indep.,-8.7,-9.6
2009,NJIT,Indep.,-18.6,-1.5
2010,Duke,ACC,12.8,9.6
2010,Kansas,Big 12,13.4,7.8
2010,Syracuse,Big East,13.4,5.5
2010,Kentucky,SEC,11.7,5.5
2010,West Virginia,Big East,7.8,8.7
2010,Ohio St.,Big Ten,8.5,8.0
2010,Wisconsin,Big Ten,2.3,13.6
2010,Baylor,Big 12,9.5,6.0
2010,Maryland,ACC,11.9,3.3
2010,Villanova,Big East,14.5,0.6
2010,Purdue,Big Ten,5.6,9.3
2010,Kansas St.,Big 12,11.3,3.3
2010,Georgetown,Big East,8.3,6.2
2010,BYU,Mountain West,12.6,1.8
2010,Texas,Big 12,12.3,1.9
2010,Tennessee,SEC,7.1,6.7
2010,Missouri,Big 12,9.1,4.6
2010,Xavier,A 10,11.9,1.6
2010,Clemson,ACC,7.2,6.3
2010,Florida St.,ACC,2.7,10.4
2010,Minnesota,Big Ten,6.6,6.2
2010,Utah St.,WAC,4.1,8.7
2010,Vanderbilt,SEC,9.2,3.4
2010,Marquette,Big East,6.4,6.2
2010,Butler,Horizon,3.1,9.4
2010,Pittsburgh,Big East,3.0,9.5
2010,Louisville,Big East,9.1,3.3
2010,Michigan St.,Big Ten,6.3,5.9
2010,Temple,A 10,-1.1,13.1
2010,Georgia Tech,ACC,6.0,5.9
2010,California,Pac-12,11.3,0.5
2010,Washington,Pac-12,10.8,0.5
2010,Old Dominion,CAA,0.3,11.0
2010,Texas A&M,Big 12,4.4,6.8
2010,Mississippi St.,SEC,5.8,5.2
2010,Murray St.,MVC,4.6,6.3
2010,Mississippi,SEC,9.7,1.2
2010,Florida,SEC,5.9,4.9
2010,UNLV,Mountain West,5.9,4.9
2010,Dayton,A 10,2.5,8.1
2010,Cornell,Ivy,6.9,3.6
2010,UTEP,C-USA,6.3,4.2
2010,Northern Iowa,MVC,-2.7,12.9
2010,Connecticut,Big East,4.4,5.7
2010,Virginia Tech,ACC,4.6,5.4
2010,Memphis,C-USA,6.0,4.0
2010,Richmond,A 10,2.1,7.7
2010,New Mexico,Mountain West,7.3,2.4
2010,Oklahoma St.,Big 12,6.1,3.5
2010,Siena,MAAC,7.5,2.1
2010,Wake Forest,ACC,6.4,3.1
2010,Arizona St.,Pac-12,0.0,9.4
2010,Notre Dame,Big East,8.4,1.1
2010,Miami FL,ACC,5.3,4.1
2010,Saint Mary's,WCC,8.3,0.9
2010,VCU,CAA,7.9,1.2
2010,Gonzaga,WCC,7.5,1.5
2010,Seton Hall,Big East,11.0,-2.2
2010,Rhode Island,A 10,8.2,0.4
2010,Marshall,C-USA,8.9,-0.3
2010,Illinois,Big Ten,5.4,2.9
2010,North Carolina,ACC,7.3,1.0
2010,UAB,C-USA,0.2,8.0
2010,Boston College,ACC,4.1,3.7
2010,St. John's,Big East,1.6,6.2
2010,Michigan,Big Ten,-0.3,7.9
2010,Cincinnati,Big East,2.9,4.7
2010,San Diego St.,Mountain West,2.3,5.2
2010,South Carolina,SEC,5.2,2.1
2010,Tulsa,C-USA,2.8,4.5
2010,Wright St.,Horizon,0.1,7.1
2010,Alabama,SEC,1.6,5.6
2010,Virginia,ACC,-0.1,6.6
2010,Wichita St.,MVC,0.9,5.5
2010,Iowa St.,Big 12,4.2,2.1
2010,Northwestern,Big Ten,3.2,3.1
2010,Northeastern,CAA,-2.4,8.6
2010,North Carolina St.,ACC,0.7,5.5
2010,Kent St.,MAC,2.6,3.3
2010,Providence,Big East,13.0,-7.1
2010,Wofford,Southern,-0.2,5.9
2010,Sam Houston St.,WAC,6.9,-1.2
2010,USC,Pac-12,-6.8,12.3
2010,Charlotte,A 10,5.3,0.2
2010,Texas Tech,Big 12,7.7,-2.3
2010,Illinois St.,MVC,1.7,3.7
2010,Missouri St.,MVC,3.3,2.1
2010,Houston,C-USA,9.9,-4.6
2010,Coastal Carolina,Sun Belt,-0.1,5.3
2010,Nevada,WAC,8.2,-3.1
2010,Portland,WCC,2.4,2.5
2010,Montana,Big Sky,-1.2,6.0
2010,South Florida,Big East,0.9,3.8
2010,Penn St.,Big Ten,0.3,4.4
2010,Georgia,SEC,1.8,2.8
2010,IUPUI,Summit,4.1,0.4
2010,William & Mary,CAA,0.6,3.9
2010,Arizona,Pac-12,5.2,-0.9
2010,Morehead St.,OVC,0.1,4.2
2010,Akron,MAC,2.1,2.2
2010,Ohio,MAC,5.9,-1.7
2010,Auburn,SEC,6.4,-2.3
2010,Arkansas,SEC,6.2,-2.1
2010,Oklahoma,Big 12,4.6,-0.5
2010,Colorado,Big 12,6.0,-1.9
2010,Iona,MAAC,-2.0,6.1
2010,Weber St.,Big Sky,5.4,-1.5
2010,Harvard,Ivy,4.4,-0.6
2010,UCLA,Pac-12,1.5,2.2
2010,Nebraska,Big 12,-0.7,4.4
2010,Oakland,Summit,6.4,-2.8
2010,George Washington,A 10,1.4,2.2
2010,Creighton,MVC,2.8,0.8
2010,Princeton,Ivy,-8.3,11.7
2010,Saint Louis,A 10,-4.5,7.9
2010,Louisiana Tech,WAC,3.6,-0.3
2010,Washington St.,Pac-12,4.3,-1.0
2010,Pacific,Big West,-3.9,7.1
2010,Bradley,MVC,1.6,1.5
2010,Western Kentucky,Sun Belt,1.9,1.1
2010,Niagara,MAAC,4.2,-1.4
2010,Oral Roberts,Summit,-0.4,3.1
2010,Boston University,Am. East,4.3,-1.7
2010,Fairfield,MAAC,2.1,0.4
2010,Southern Illinois,MVC,2.4,0.0
2010,Hofstra,CAA,1.9,0.4
2010,Appalachian St.,Southern,4.0,-1.7
2010,Eastern Kentucky,ASUN,1.9,0.4
2010,Stanford,Pac-12,2.1,0.2
2010,Vermont,Am. East,1.0,1.2
2010,Morgan St.,MEAC,5.5,-3.3
2010,Utah,Mountain West,-0.8,3.0
2010,Oregon,Pac-12,2.5,-0.4
2010,Southern Miss,C-USA,-4.4,6.5
2010,Indiana St.,MVC,0.1,1.8
2010,Western Carolina,Southern,2.8,-0.9
2010,Miami OH,MAC,-4.2,6.1
2010,Long Beach St.,Big West,3.0,-1.3
2010,Jacksonville,ASUN,1.4,0.3
2010,Duquesne,A 10,3.7,-2.1
2010,Belmont,ASUN,2.9,-1.4
2010,New Mexico St.,WAC,7.9,-6.5
2010,Oregon St.,Pac-12,-6.5,7.8
2010,Western Michigan,MAC,1.2,0.1
2010,Charleston,Southern,5.9,-4.6
2010,Northern Colorado,Big Sky,2.1,-0.8
2010,St. Bonaventure,A 10,1.4,-0.2
2010,UC Santa Barbara,Big West,-1.2,2.3
2010,Drexel,CAA,-4.0,5.0
2010,Detroit Mercy,Horizon,-0.3,1.3
2010,Lipscomb,ASUN,7.3,-6.5
2010,Davidson,Southern,1.0,-0.3
2010,Green Bay,Horizon,0.2,0.4
2010,Milwaukee,Horizon,1.1,-0.5
2010,George Mason,CAA,-0.8,1.3
2010,Mount St. Mary's,NEC,-3.2,3.7
2010,Campbell,ASUN,-3.2,3.6
2010,Stony Brook,Am. East,-1.4,1.9
2010,Cleveland St.,Horizon,0.3,0.1
2010,Buffalo,MAC,3.6,-3.3
2010,Colorado St.,Mountain West,-1.1,1.2
2010,Middle Tennessee,Sun Belt,-2.0,2.1
2010,Quinnipiac,NEC,2.3,-2.2
2010,Stephen F. Austin,WAC,-5.9,5.9
2010,Texas A&M Corpus Chris,Southland,-2.1,2.1
2010,UCF,C-USA,-1.1,1.1
2010,Drake,MVC,0.6,-0.6
2010,LSU,SEC,-4.7,4.6
2010,Saint Peter's,MAAC,-6.3,6.2
2010,Fresno St.,WAC,-2.2,2.1
2010,East Tennessee St.,ASUN,-1.1,1.0
2010,Robert Morris,NEC,-0.9,0.7
2010,SMU,C-USA,-2.9,2.8
2010,UTSA,C-USA,-0.6,0.4
2010,La Salle,A 10,2.8,-3.1
2010,Idaho,WAC,-0.1,-0.2
2010,Rutgers,Big East,0.4,-0.7
2010,Troy,Sun Belt,3.0,-3.4
2010,Boise St.,WAC,2.5,-3.0
2010,Lehigh,Patriot,4.3,-4.8
2010,Saint Joseph's,A 10,2.5,-3.1
2010,Indiana,Big Ten,0.5,-1.1
2010,Iowa,Big Ten,-4.0,3.3
2010,Southeastern Louisiana,Southland,-0.3,-0.5
2010,Denver,Sun Belt,-4.2,3.4
2010,Loyola Marymount,WCC,5.7,-6.5
2010,DePaul,Big East,-4.4,3.6
2010,Austin Peay,ASUN,2.1,-3.0
2010,North Texas,Sun Belt,2.1,-3.1
2010,Massachusetts,A 10,2.3,-3.2
2010,The Citadel,Southern,-7.6,6.6
2010,Arkansas St.,Sun Belt,-1.5,0.5
2010,Radford,Big South,-0.4,-0.7
2010,Eastern Illinois,OVC,-2.3,1.3
2010,Rider,MAAC,1.8,-3.0
2010,Cal St. Fullerton,Big West,3.8,-5.0
2010,San Francisco,WCC,1.4,-2.8
2010,Loyola MD,MAAC,-2.2,0.7
2010,Central Michigan,MAC,-3.5,1.9
2010,Seattle,Indep.,6.7,-8.4
2010,Maine,Am. East,-5.0,3.3
2010,Mercer,ASUN,5.3,-7.2
2010,Montana St.,Big Sky,-2.7,0.8
2010,Valparaiso,Horizon,4.1,-6.1
2010,Portland St.,Big Sky,6.6,-8.6
2010,South Dakota St.,Summit,3.5,-5.5
2010,San Jose St.,WAC,3.3,-5.3
2010,Georgia St.,CAA,-5.2,3.1
2010,Eastern Michigan,MAC,-2.6,0.5
2010,Canisius,MAAC,-1.1,-1.0
2010,TCU,Mountain West,-0.9,-1.3
2010,UNC Wilmington,CAA,-1.0,-1.4
2010,Manhattan,MAAC,-2.9,0.5
2010,San Diego,WCC,-5.0,2.5
2010,James Madison,CAA,-1.0,-1.5
2010,Purdue Fort Wayne,Summit,-2.1,-0.6
2010,Winthrop,Big South,-8.6,5.8
2010,Youngstown St.,Horizon,-1.5,-1.4
2010,Bowling Green,MAC,-4.8,1.8
2010,South Dakota,Summit,4.4,-7.5
2010,Tulane,C-USA,-4.5,1.4
2010,Loyola Chicago,Horizon,-3.9,0.8
2010,UC Riverside,Big West,-6.4,3.3
2010,Louisiana,Sun Belt,-2.5,-0.7
2010,Florida Atlantic,Sun Belt,2.6,-5.8
2010,Arkansas Pine Bluff,SWAC,-4.9,1.6
2010,Ball St.,MAC,-7.5,4.1
2010,North Dakota St.,Summit,0.4,-3.9
2010,Tennessee Tech,OVC,3.9,-7.5
2010,Northern Arizona,Big Sky,-0.5,-3.2
2010,Cal St. Northridge,Big West,1.8,-5.5
2010,Hampton,MEAC,-5.1,1.4
2010,Wyoming,Mountain West,1.3,-5.1
2010,Evansville,MVC,-3.2,-0.6
2010,Hawaii,WAC,-5.5,1.6
2010,Lafayette,Patriot,1.4,-5.5
2010,Holy Cross,Patriot,-0.6,-3.6
2010,New Hampshire,Am. East,-6.9,2.6
2010,Bucknell,Patriot,-3.2,-1.2
2010,UC Davis,Big West,-1.4,-3.1
2010,South Alabama,Sun Belt,-3.7,-0.9
2010,Texas St.,Sun Belt,4.1,-8.7
2010,Liberty,ASUN,-3.9,-1.0
2010,Chattanooga,Southern,-1.1,-4.0
2010,Northern Illinois,MAC,-0.3,-4.8
2010,Jacksonville St.,ASUN,-1.7,-3.4
2010,Furman,Southern,-1.9,-3.3
2010,Charleston Southern,Big South,-3.8,-1.5
2010,Army,Patriot,-10.8,5.5
2010,Samford,Southern,-11.1,5.7
2010,Sacred Heart,NEC,1.6,-7.1
2010,Yale,Ivy,-2.6,-3.0
2010,Texas Southern,SWAC,-3.8,-1.8
2010,Western Illinois,Summit,-11.0,5.4
2010,Elon,Southern,-2.1,-3.6
2010,Tennessee St.,OVC,-1.1,-4.6
2010,Bethune Cookman,MEAC,-9.5,3.7
2010,Cal Poly,Big West,-0.3,-5.5
2010,UT Arlington,WAC,0.1,-6.0
2010,Rice,C-USA,-5.0,-1.0
2010,Norfolk St.,MEAC,1.3,-7.3
2010,Santa Clara,WCC,-5.6,-0.5
2010,UC Irvine,Big West,-3.3,-2.8
2010,LIU,NEC,0.1,-6.3
2010,Towson,CAA,1.2,-7.5
2010,Prairie View A&M,SWAC,-7.6,1.3
2010,Illinois Chicago,Horizon,-4.1,-2.2
2010,UNC Greensboro,Southern,-3.3,-3.1
2010,High Point,Big South,-1.3,-5.2
2010,East Carolina,C-USA,-0.4,-6.1
2010,Colgate,Patriot,-2.4,-4.1
2010,Little Rock,Sun Belt,-2.0,-4.6
2010,UNC Asheville,Big South,1.4,-8.1
2010,Delaware St.,MEAC,-12.0,5.2
2010,UMKC,Summit,-4.1,-2.9
2010,South Carolina St.,MEAC,-2.5,-4.5
2010,McNeese St.,Southland,-3.4,-3.6
2010,Navy,Patriot,-0.2,-6.9
2010,Columbia,Ivy,-8.5,1.4
2010,North Carolina A&T,MEAC,-2.8,-4.3
2010,Air Force,Mountain West,-11.6,4.5
2010,Delaware,CAA,-3.4,-3.7
2010,North Florida,ASUN,-9.2,2.0
2010,American,Patriot,-7.0,-0.3
2010,Albany,Am. East,-5.8,-1.6
2010,Monmouth,NEC,-5.7,-1.6
2010,Kennesaw St.,ASUN,-4.3,-3.1
2010,Jackson St.,SWAC,-6.6,-0.9
2010,Louisiana Monroe,Sun Belt,-3.0,-4.5
2010,Lamar,Southland,-3.5,-4.1
2010,Brown,Ivy,-1.8,-5.8
2010,Georgia Southern,Southern,0.9,-8.5
2010,USC Upstate,ASUN,-7.9,0.0
2010,Nicholls St.,Southland,-5.1,-2.8
2010,Binghamton,Am. East,-7.6,-0.5
2010,Central Connecticut,NEC,-7.5,-0.6
2010,Idaho St.,Big Sky,-2.8,-5.3
2010,Florida Gulf Coast,ASUN,-4.5,-3.8
2010,Cal St. Bakersfield,Indep.,-3.4,-5.1
2010,St. Francis NY,NEC,-8.6,0.1
2010,Pepperdine,WCC,-3.6,-5.0
2010,Southeast Missouri St.,OVC,-5.2,-3.5
2010,Longwood,Indep.,2.0,-10.8
2010,Eastern Washington,Big Sky,-2.7,-6.1
2010,Utah Valley,WAC,-8.5,-0.6
2010,Penn,Ivy,-4.7,-4.6
2010,Hartford,Am. East,-6.2,-3.1
2010,Alabama St.,SWAC,-7.3,-2.1
2010,Fairleigh Dickinson,NEC,-4.8,-4.6
2010,FIU,Sun Belt,-1.5,-8.1
2010,Central Arkansas,ASUN,-8.3,-1.3
2010,New Orleans,Sun Belt,-10.1,0.3
2010,Gardner Webb,Big South,-2.5,-7.4
2010,Northwestern St.,Southland,1.1,-11.1
2010,Fordham,A 10,-3.3,-6.7
2010,Southern Utah,Summit,-5.7,-4.9
2010,St. Francis PA,NEC,-6.5,-4.4
2010,VMI,Southern,11.0,-22.1
2010,Coppin St.,MEAC,-8.9,-2.3
2010,Sacramento St.,Big Sky,-6.3,-5.1
2010,Tennessee Martin,OVC,-4.6,-7.0
2010,Maryland Eastern Shore,MEAC,-7.3,-4.5
2010,Florida A&M,MEAC,-4.8,-7.1
2010,UT Rio Grande Valley,WAC,-7.4,-4.8
2010,Mississippi Valley St.,SWAC,-5.6,-6.7
2010,Wagner,NEC,-8.1,-4.2
2010,UMBC,Am. East,-4.8,-7.5
2010,Toledo,MAC,-13.1,0.7
2010,Presbyterian,Big South,-9.6,-3.0
2010,Houston Christian,Southland,-0.7,-11.9
2010,Alabama A&M,SWAC,-7.6,-5.1
2010,NJIT,Am. East,-11.5,-1.7
2010,Marist,MAAC,-11.0,-2.4
2010,North Carolina Central,Indep.,-9.2,-4.3
2010,Dartmouth,Ivy,-13.7,0.1
2010,Stetson,ASUN,-8.9,-4.7
2010,SIU Edwardsville,Indep.,-7.5,-6.7
2010,Howard,MEAC,-10.1,-4.1
2010,Chicago St.,Indep.,-8.2,-6.6
2010,Grambling St.,SWAC,-7.3,-7.7
2010,North Dakota,Summit,-8.2,-6.9
2010,Southern,SWAC,-9.5,-7.6
2010,Bryant,NEC,-15.3,-2.9
2010,Alcorn St.,SWAC,-7.3,-13.6
2011,Ohio St.,Big Ten,11.4,10.4
2011,Kansas,Big 12,13.3,6.5
2011,Duke,ACC,13.7,5.3
2011,Pittsburgh,Big East,8.8,9.4
2011,Kentucky,SEC,8.7,7.8
2011,Purdue,Big Ten,7.1,9.1
2011,Texas,Big 12,8.0,8.1
2011,Wisconsin,Big Ten,3.7,12.2
2011,San Diego St.,Mountain West,6.6,9.0
2011,North Carolina,ACC,11.2,4.2
2011,Florida,SEC,8.6,6.5
2011,Syracuse,Big East,7.2,7.3
2011,BYU,Mountain West,13.2,0.8
2011,Notre Dame,Big East,9.8,4.2
2011,Louisville,Big East,8.0,5.9
2011,Belmont,ASUN,9.1,4.4
2011,Washington,Pac-12,13.7,-0.2
2011,West Virginia,Big East,4.5,8.4
2011,Arizona,Pac-12,9.7,3.0
2011,Vanderbilt,SEC,9.1,3.5
2011,Illinois,Big Ten,6.4,6.1
2011,Villanova,Big East,7.1,5.2
2011,UNLV,Mountain West,5.9,6.4
2011,Maryland,ACC,8.2,3.6
2011,Connecticut,Big East,6.8,5.0
2011,Georgetown,Big East,5.8,5.9
2011,Missouri,Big 12,11.1,0.4
2011,Utah St.,WAC,2.9,8.5
2011,George Mason,CAA,5.5,5.6
2011,Marquette,Big East,8.1,3.0
2011,Cincinnati,Big East,2.1,8.8
2011,Kansas St.,Big 12,5.8,5.1
2011,Temple,A 10,4.1,6.6
2011,Clemson,ACC,2.3,8.4
2011,Florida St.,ACC,2.3,8.3
2011,Xavier,A 10,5.2,5.3
2011,Wichita St.,MVC,5.5,4.9
2011,Saint Mary's,WCC,8.0,2.3
2011,Gonzaga,WCC,7.9,2.4
2011,Richmond,A 10,2.8,7.4
2011,Butler,Horizon,5.0,5.2
2011,Virginia Tech,ACC,3.5,6.4
2011,Texas A&M,Big 12,1.1,8.7
2011,Michigan St.,Big Ten,4.6,5.0
2011,Alabama,SEC,-0.1,9.8
2011,Old Dominion,CAA,-0.5,10.0
2011,Georgia,SEC,3.5,5.8
2011,Duquesne,A 10,8.3,0.9
2011,Michigan,Big Ten,1.4,7.7
2011,Tennessee,SEC,4.4,4.7
2011,Northwestern,Big Ten,6.5,2.4
2011,Washington St.,Pac-12,5.6,3.0
2011,St. John's,Big East,4.0,4.7
2011,New Mexico,Mountain West,4.8,3.8
2011,VCU,CAA,6.6,1.6
2011,Miami FL,ACC,5.4,2.7
2011,Minnesota,Big Ten,3.7,4.3
2011,USC,Pac-12,-0.6,8.4
2011,Mississippi,SEC,7.1,0.7
2011,Seton Hall,Big East,2.4,5.4
2011,Missouri St.,MVC,3.6,4.1
2011,Penn St.,Big Ten,-0.4,7.9
2011,Baylor,Big 12,2.6,4.9
2011,UAB,C-USA,1.3,6.2
2011,Charleston,Southern,7.5,-0.1
2011,Nebraska,Big 12,-1.6,9.0
2011,Iona,MAAC,9.1,-1.7
2011,Southern Miss,C-USA,4.8,2.5
2011,Oakland,Summit,13.4,-6.1
2011,Cleveland St.,Horizon,2.1,4.5
2011,Colorado,Big 12,9.5,-3.1
2011,Boston College,ACC,6.4,-0.1
2011,Oklahoma St.,Big 12,2.0,4.2
2011,UCLA,Pac-12,3.3,2.7
2011,Coastal Carolina,Sun Belt,4.2,1.6
2011,Memphis,C-USA,4.5,1.3
2011,UCF,C-USA,1.2,4.6
2011,Indiana,Big Ten,3.8,2.0
2011,Colorado St.,Mountain West,4.1,1.5
2011,Georgia Tech,ACC,1.9,3.6
2011,Marshall,C-USA,4.0,1.5
2011,Wofford,Southern,4.7,0.6
2011,Arkansas,SEC,3.1,2.2
2011,North Carolina St.,ACC,4.3,1.0
2011,Iowa St.,Big 12,5.2,0.0
2011,Morehead St.,OVC,-0.1,5.1
2011,Austin Peay,ASUN,4.2,0.8
2011,UTEP,C-USA,2.0,3.0
2011,Harvard,Ivy,2.2,2.7
2011,Fairfield,MAAC,-2.6,7.5
2011,Iowa,Big Ten,2.3,2.5
2011,California,Pac-12,5.8,-1.0
2011,East Tennessee St.,ASUN,0.6,4.0
2011,Princeton,Ivy,0.1,4.6
2011,Rutgers,Big East,0.7,3.9
2011,Northern Iowa,MVC,-3.1,7.6
2011,Virginia,ACC,-3.8,8.3
2011,Drexel,CAA,-4.3,8.7
2011,Dayton,A 10,0.6,3.8
2011,Valparaiso,Horizon,3.9,0.5
2011,Stanford,Pac-12,-0.1,4.3
2011,Providence,Big East,8.0,-3.9
2011,Murray St.,MVC,-0.5,4.5
2011,Rider,MAAC,5.5,-1.6
2011,South Carolina,SEC,1.8,2.0
2011,Tulsa,C-USA,3.1,0.6
2011,Rhode Island,A 10,1.4,2.3
2011,Vermont,Am. East,0.1,3.5
2011,Indiana St.,MVC,0.1,3.4
2011,Boise St.,WAC,4.1,-0.6
2011,Bucknell,Patriot,-0.2,3.5
2011,Creighton,MVC,1.6,1.7
2011,James Madison,CAA,3.5,-0.4
2011,LIU,NEC,9.8,-6.7
2011,Kent St.,MAC,2.2,0.9
2011,Akron,MAC,1.2,1.9
2011,Oregon,Pac-12,2.7,0.2
2011,Buffalo,MAC,0.2,2.6
2011,Pacific,Big West,-2.5,5.1
2011,Northern Arizona,Big Sky,1.4,1.1
2011,Stephen F. Austin,WAC,-6.1,8.5
2011,Montana,Big Sky,-3.4,5.8
2011,Davidson,Southern,2.4,-0.1
2011,Texas Tech,Big 12,5.9,-3.7
2011,South Dakota St.,Summit,8.1,-6.0
2011,Portland,WCC,1.6,0.4
2011,Arkansas St.,Sun Belt,-0.7,2.7
2011,Mississippi St.,SEC,2.4,-0.4
2011,Saint Louis,A 10,-5.0,6.9
2011,Northern Colorado,Big Sky,1.9,-0.1
2011,Lipscomb,ASUN,5.8,-4.1
2011,Loyola Chicago,Horizon,0.8,1.0
2011,Detroit Mercy,Horizon,5.0,-3.4
2011,Saint Peter's,MAAC,-6.0,7.6
2011,Furman,Southern,-1.1,2.7
2011,Arizona St.,Pac-12,-2.3,3.9
2011,Wright St.,Horizon,-4.1,5.6
2011,Long Beach St.,Big West,3.7,-2.4
2011,Oral Roberts,Summit,4.1,-2.7
2011,South Florida,Big East,-3.7,5.0
2011,Milwaukee,Horizon,1.8,-0.5
2011,UNC Asheville,Big South,2.6,-1.7
2011,IUPUI,Summit,1.9,-1.0
2011,UC Santa Barbara,Big West,-1.3,2.3
2011,St. Bonaventure,A 10,1.3,-0.5
2011,Santa Clara,WCC,3.1,-2.3
2011,Ohio,MAC,5.3,-4.6
2011,Hofstra,CAA,2.9,-2.2
2011,North Texas,Sun Belt,5.1,-4.4
2011,East Carolina,C-USA,0.6,0.0
2011,Weber St.,Big Sky,0.3,0.1
2011,Jacksonville,ASUN,-1.0,1.4
2011,Evansville,MVC,-0.9,1.3
2011,Ball St.,MAC,-1.9,2.3
2011,Robert Morris,NEC,-2.2,2.6
2011,Massachusetts,A 10,-1.0,1.3
2011,Western Michigan,MAC,1.8,-1.6
2011,Oklahoma,Big 12,-1.0,1.1
2011,Boston University,Am. East,-1.6,1.7
2011,Utah,Mountain West,0.1,0.0
2011,Rice,C-USA,-1.0,1.0
2011,Tulane,C-USA,-1.3,1.3
2011,La Salle,A 10,7.6,-7.7
2011,North Dakota St.,Summit,2.9,-2.9
2011,George Washington,A 10,-3.2,3.1
2011,Charleston Southern,Big South,2.0,-2.1
2011,Purdue Fort Wayne,Summit,1.6,-1.8
2011,Quinnipiac,NEC,1.5,-1.7
2011,Lamar,Southland,7.6,-7.8
2011,Tennessee Tech,OVC,2.9,-3.1
2011,Green Bay,Horizon,-0.6,0.2
2011,Eastern Kentucky,ASUN,-2.7,2.3
2011,Central Connecticut,NEC,-0.8,0.4
2011,Canisius,MAAC,-1.2,0.7
2011,Middle Tennessee,Sun Belt,-1.6,1.1
2011,Maine,Am. East,0.3,-0.8
2011,Idaho,WAC,-1.2,0.6
2011,Hawaii,WAC,-0.9,0.2
2011,Western Carolina,Southern,-0.2,-0.5
2011,New Mexico St.,WAC,2.0,-2.7
2011,Loyola MD,MAAC,-0.2,-0.6
2011,American,Patriot,-4.0,3.2
2011,Nicholls St.,Southland,-5.8,4.9
2011,Fresno St.,WAC,-2.1,1.1
2011,VMI,Southern,12.0,-13.0
2011,Oregon St.,Pac-12,0.9,-2.0
2011,SMU,C-USA,-5.7,4.6
2011,Bradley,MVC,-1.2,0.1
2011,San Francisco,WCC,0.0,-1.3
2011,Sam Houston St.,WAC,-1.6,0.4
